Question,Label
YEAH OKAY SO CALLUM HIT YOU DO YOU KNOW HOW MANY TIMES HE HIT YOU,2.0
YEAH HOW MANY,2.0
A LOT OF TIMES WOW SO YOU WENT TO YOUR ROOM STRAIGHT AFTER,4.0
YEAH DID ANY ADULTS COME HOME BEFORE BEDTIME,2.0
NO IN THE MORNING WHEN YOU GOT UP WERE THERE ANY ADULTS IN YOUR HOME,4.0
YEAH WHO WAS THERE,4.0
OKAY DID YOU WANT TO TELL YOUR MUM THEN,2.0
NO WAS CALLUM THERE,4.0
NO DOES HE LIVE WITH YOU,4.0
NO OKAY HOW OFTEN DOES HE COME ROUND,4.0
A LOT OF TIMES IS IT ALWAYS AFTER SCHOOL,4.0
YEAH DOES HE ONLY COME ROUND WHEN YOUR PARENTS ARE NOT HOME,4.0
NO SO HE COMES ROUND WHEN THEY'RE HOME TOO,2.0
SO TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0.0
HM WELL TELL ME MORE ABOUT YOUR STEPDAD,1.0
OKAY SO SOMEONE TOLD ME THAT YOU TALKED TO TAMMY AND THAT YOU SAID STEPHEN PLAYED SOME TICKLING GAMES WITH YOU IN THE BATH DID YOU TELL TAMMY THAT STEPHEN PLAYED SOME TICKLING GAMES WITH YOU IN THE BATH,4.0
OKAY TELL ME ABOUT THE TICKLING GAME,1.0
HM OH OKAY SO YOU PLAYED LOTS OF GAMES IN THE BATH TELL ME ABOUT THOSE GAMES,4.0
WHAT WAS THE LAST ONE,4.0
SO YOU PLAYED MERMAIDS BARBIES AND THE TICKLING GAME IS THAT RIGHT,2.0
OKAY TELL ME ABOUT THE MERMAID GAME,1.0
HM OH OKAY IS THERE ANYTHING ELSE WITH THE MERMAID GAME,2.0
OKAY ALL RIGHT WHAT ABOUT YOU TELL ME MORE ABOUT PLAYING BARBIES IN THE BATH,1.0
OH LOVELY TELL ME ABOUT THE HAIR,1.0
OH LOVELY OKAY ALL RIGHT WELL TELL ME MORE ABOUT THE TICKLING GAME,1.0
OH OKAY WHEN YOU SAY TICKLING WHAT HAPPENS WHEN HE'S TICKLING WHAT DOES HE DO,2.0
OKAY SO HE STARTS AT YOUR FEET AND TICKLES UP YOUR LEGS TO YOUR MINI IS THAT WHAT HAPPENS,2.0
RIGHT I DON'T KNOW WHAT A MINI IS CAN YOU TELL ME WHAT YOU USE YOUR MINI FOR,2.0
TELL ME WHAT YOU USE YOUR MINI FOR,2.0
OKAY SO YOU SAID YOU DON'T LIKE WHAT THE TICKLING THAT STEPHEN DOES ON YOUR MINI TELL ME AS MUCH AS YOU CAN REMEMBER ABOUT THAT,4.0
UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,2.0
A LONG TIME WHAT DOES IT FEEL LIKE,4.0
OKAY ALL RIGHT WHEN THIS HAPPENS WHERE'S MUM,2.0
HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,4.0
IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU'VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,4.0
TELL ME WHO'S IN YOUR FAMILY,2.0
OH OKAY SO THERE'S MUM AND STEPHEN AND YOU HAVE ONE DOG,4.0
AND YOU HAVE A REAL DAD BUT HE LIVES SOMEWHERE ELSE,4.0
IS THAT RIGHT,2.0
OKAY DO YOU SEE YOUR REAL DAD ANY OTHER TIMES DO YOU STAY WITH HIM,5.0
OKAY ALL RIGHT SO YOU SAID THIS HAPPENS IN THE BIG BATHROOM AND MUM'S USUALLY AT WORK IS THAT RIGHT,2.0
HI ISABELLE SO TELL ME WHAT HAVE YOU COME HERE TO TALK TO ME ABOUT TODAY,0.0
YOU DON'T KNOW WELL YOU STILL LIKE GOING TO THE PARK IS THAT RIGHT,4.0
WHAT DO YOU LIKE ABOUT THE PARK,2.0
WHICH IS YOUR FAVOURITE,2.0
THE SWINGS OKAY AND HOW OFTEN DO YOU GO TO THE PARK,4.0
A LOT WOW YOU'RE LUCKY SO WHO GOES TO THE PARK WITH YOU,4.0
YOUR BROTHER WHAT'S YOUR BROTHER'S NAME,4.0
OKAY HOW OLD IS YOUR BROTHER,2.0
HE'S SEVEN IS HE OKAY AND YOU'RE SIX AREN'T YOU,4.0
YES HOW FAR AWAY IS THE PARK FROM YOUR HOUSE,2.0
IS IT OH YOU'RE LUCKY TO LIVE SO CLOSE SO DO  YOU WALK THERE,4.0
YOU DO OKAY DO YOU GO THERE ON YOUR OWN AT ALL OR DO YOU ALWAYS GO WITH YOUR BROTHER,2.0
JUST WITH YOUR BROTHER OKAY SO WHAT HAPPENS WHEN YOU GO WITH YOUR BROTHER WHAT DO YOU GO AND DO THEN,4.0
HM-HM,4.0
REALLY OKAY WHAT WAS THE NEW GAME,2.0
OKAY TELL ME ABOUT THE DOCTORS GAME,1.0
WHAT TUNNEL IS THAT,2.0
IT'S PLAY EQUIPMENT IS IT IS IT SOMETHING YOU PLAY ON,2.0
OH RIGHT OKAY ALL RIGHT SO DO YOU BOTH GO IN THERE,2.0
OKAY ALL RIGHT SO WHAT HAPPENS WHEN YOU'RE IN THERE PLAYING DOCTORS,2.0
HM-HM WHAT KIND OF DOCTOR IS HE,4.0
OH OKAY AND WHAT DO YOU DO,2.0
THE PATIENT SO WHAT DOES THE PATIENT HAVE TO DO FOR THE DOCTOR,4.0
OKAY AND WHAT KIND OF STICK IS THAT,2.0
OKAY OKAY AND HOW DOES THAT MAKE YOU FEEL,2.0
DOES IT OKAY HAVE YOU TOLD ANYBODY,2.0
WHO DID YOU TELL,2.0
DID YOU OKAY SO WITH THE STICK THAT HE STICKS UP YOUR BOTTOM YOU SAID THAT HURT YEAH,2.0
OKAY HOW MANY TIMES HAS HE DONE THIS TO YOU,2.0
A LOT WHAT DOES HE SAY WHEN HE'S DOING THAT,2.0
OKAY OKAY DOES HE DO ANYTHING ELSE WHEN HE'S THE DOCTOR TO YOU,2.0
NO SO THAT'S HAPPENED A FEW TIMES,4.0
OKAY HOW DO YOU FEEL ABOUT THAT,2.0
YOU FEEL OKAY ABOUT THAT,2.0
OKAY SO WHAT OTHER ACTIONS HAVE HAPPENED IN THERE HAS THERE BEEN ANYTHING ELSE OR IS THAT HOW DOES THE GAME FINISH,5.0
OKAY WHEN HE SAYS THAT YOU'RE OKAY THEN YOU CAN GO,2.0
OKAY ALL RIGHT AND IS THERE ANYBODY ELSE THERE AT ALL,2.0
HI JULIAN CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,2.0
YEAH SO CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED,2.0
CAN YOU TELL ME WHAT YOU'RE HERE TO TALK TO ME ABOUT,2.0
OKAY CAN YOU TELL ME WHAT HAPPENED WITH YOUR DAD,2.0
YEAH I WASN'T THERE WHEN SOMETHING HAPPENED WITH YOUR DAD CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED FROM THE START TO THE END,2.0
AH CAN YOU TELL ME MORE ABOUT DAD GETTING ANGRY,2.0
YEAH CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD GOT ANGRY,2.0
HM WHAT HAPPENED THEN,1.0
HM THEN WHAT HAPPENED,1.0
WHAT ELSE HAPPENED,1.0
WHAT HAPPENED THEN,1.0
HM AND WHAT HAPPENED THEN,1.0
I WASN'T THERE WHEN IT HAPPENED CAN YOU TELL ME MORE ABOUT HOW DAD PUSHED YOU,3.0
YEAH CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD PUSHED YOU,5.0
CAN YOU TELL ME MORE ABOUT THE PART WHERE DAD GRABBED YOU ON THE ARM,2.0
YEAH,4.0
HM,4.0
CAN YOU TELL ME MORE ABOUT WHEN HE GRABBED YOU WHEREABOUTS ON HIS BODY DID HE GRAB ON YOUR BODY DID HE GRAB YOU,5.0
ON YOUR ARM CAN YOU TELL ME MORE ABOUT HOW HE GRABBED YOU,4.0
YEAH,4.0
CAN YOU TELL ME WHAT HAND HE GRABBED YOU WITH,2.0
YEAH,4.0
CAN YOU TELL ME MORE ABOUT WHERE ON YOUR ARM HE GRABBED YOU,2.0
HM-HM,4.0
DID ANYTHING HAPPEN WHEN HE GRABBED YOU ON TOP OF THE ARM,2.0
CAN YOU TELL ME ABOUT THAT,2.0
AND THEN WHAT HAPPENED,1.0
DID ANYTHING HAPPEN AFTER YOU HIT YOUR HEAD,2.0
HM-HM CAN YOU TELL ME ABOUT THAT,4.0
AND THEN WHAT HAPPENED,1.0
CAN YOU TELL ME HOW YOU FELT WHEN YOU HIT YOUR HEAD AND FELL DOWN,2.0
HM CAN YOU TELL ME ABOUT THAT,2.0
CAN YOU TELL ME MORE ABOUT HOW IT HURT,2.0
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0.0
YOUR UNCLE GARY OKAY TELL ME WHAT HAPPENED WITH UNCLE GARY AND START AT THE BEGINNING,4.0
OKAY AND WHAT HAPPENED AFTER YOU LOOKED ON THE COMPUTER,2.0
OKAY TELL ME EVERYTHING ABOUT WHAT YOU SAW ON THE COMPUTER WHAT WAS HAPPENING,1.0
AND WHAT HAPPENED AFTER YOU WERE WATCHING THE KISSING AND TOUCHING ON THE COMPUTER,1.0
OKAY HE TOLD HE WOULD TEACH YOU A BIG BOYS GAME,4.0
OKAY NOW TELL ME ABOUT THE PART WHERE HE PUT HIS HANDS DOWN YOUR PANTS AND TOUCHED YOUR WILLY,1.0
AND TELL ME WHAT HAPPENED AFTER YOU TOLD HIM THAT YOU DIDN'T LIKE IT AND HE LAUGHED AT YOU,1.0
OKAY SO YOU SAID THAT HE DID THAT CAN YOU TELL ME WAS THAT WHEN HE WAS YOU WERE WITH HIM WATCHING THE COMPUTER OR WAS IT A DIFFERENT TIME,2.0
YEAH OKAY AND WAS THAT SOMETHING THAT'S HAPPENED WITH YOUR UNCLE GARY THAT YOU JUST TOLD ME ABOUT WAS THAT SOMETHING THAT HAS HAPPENED ONCE OR MORE THAN ONCE,5.0
OKAY AND THE TIME YOU'VE JUST TALKED ABOUT WAS THAT THE LAST TIME IT HAPPENED OR ANOTHER TIME,2.0
OKAY AND YOU SAID BEFORE THAT YOU DIDN'T TELL ANYONE ABOUT IT I HEARD THAT YOU TOLD YOUR MUM ABOUT IT DID YOU TELL YOUR MUM ABOUT IT,3.0
OKAY AND DID YOU TELL YOUR MUM ABOUT THIS ONE THAT YOU'VE TOLD ME ABOUT OR DID YOU TELL HER ABOUT ANOTHER TIME,2.0
WHAT DID YOU TELL YOUR MUM ABOUT,2.0
JUST TELL ME EVERYTHING ABOUT THAT TIME WHEN THAT HAPPENED TO YOU,1.0
AND SO TELL ME WHAT HAPPENED BEFORE HE PUT YOU ON HIS KNEE,1.0
OKAY SO HE ASKED YOU SIT ON HIS KNEE AND THEN WHAT HAPPENED,4.0
OKAY AND WHAT HAPPENED AFTER HE PUSHED HIS WILLY INTO YOUR BOTTOM,1.0
AND WHAT HAPPENED WHEN YOU RAN AWAY,1.0
OKAY CAN YOU TELL ME OR TELL ME MORE ABOUT THE PART WHERE HE PULLED YOUR PANTS DOWN AND PUT HIS WILLY INTO YOUR BOTTOM,5.0
AND WHAT HAPPENED AFTER YOUR MUM PICKED YOU UP,1.0
OKAY TELL ME ABOUT WHAT HAPPENED WHEN YOU TOLD YOUR MUM,1.0
AND THAT'S WHEN YOU TOLD YOUR MUM,2.0
AND WHAT HAPPENED AFTER YOU TOLD YOUR MUM,1.0
HM AND BEFORE YOU SAID IT HAPPENED MORE THAN ONCE HOW MANY TIMES DO YOU THINK IT'S HAPPENED WITH UNCLE GEORGE,4.0
A FEW TIMES,4.0
AND SINCE YOU TOLD YOUR MUM HAS IT HAPPENED AGAIN,2.0
NO WHAT ABOUT THE FIRST TELL ME EVERYTHING THAT HAPPENED THE FIRST TIME THAT IT HAPPENED WITH UNCLE GARY,1.0
JESSICA TELL ME WHAT YOU'VE COME HERE TO TALK TO ME TODAY ABOUT,0.0
ABOUT THE MAD MAN HM-HM OKAY TELL ME EVERYTHING THAT TELL ME MORE ABOUT THE BAD MAN,4.0
SMELLY AND GREY HAIR OKAY WHAT HAPPENED WITH THE BAD MAN,4.0
HM-HM,4.0
TOUCHED YOU ON YOUR MINI,4.0
AND WHAT HAPPENED THEN,1.0
YOU STARTED CRYING HM-HM ALL RIGHT I WASN'T THERE JESSICA AND I NEED YOU TO TRY AND TELL ME EVERYTHING YOU REMEMBER AND START FROM THE VERY BEGINNING AND TELL ME EVERYTHING YOU CAN REMEMBER ABOUT THAT SMELLY GREY-HAIRED MAN THAT CAME INTO THE TOILET,4.0
HM-HM,4.0
HM-HM,4.0
HM-HM TELL ME WHAT HAPPENED THEN,1.0
HM-HM,4.0
RIGHT TELL ME WHAT HAPPENED THEN,1.0
HM-HM,4.0
DIDN'T WANT TO GET STUCK INSIDE YEAH WHAT HAPPENED THEN,4.0
OKAY TELL ME MORE ABOUT THE BAD MAN,1.0
HM-HM WHAT HAPPENED THEN,1.0
TELL ME WHAT YOU USE YOUR MINI FOR,2.0
TELL ME MORE ABOUT WHEN HE PUT YOUR HAND ON YOUR MINI,1.0
HM-HM,4.0
A LADY CAME IN,4.0
OKAY TELL ME WHAT HAPPENED WHEN THE LADY CAME IN,1.0
THE BAD MAN RAN AWAY,4.0
AND WHAT HAPPENED WHEN THE BAD MAN RAN AWAY,1.0
TELL ME MORE ABOUT WHAT HAPPENED AFTER THAT,1.0
TELL ME WHAT HAPPENED WHEN YOU WENT BACK TO MUM,1.0
HOW OLD'S JAKE,2.0
ALL RIGHT YOU TOLD ME BEFORE THAT YOU STARTED CRYING TELL ME MORE ABOUT WHAT MADE YOU START CRYING,1.0
OKAY YOU TOLD ME BEFORE THAT HE TOUCHED YOU ON YOUR MINI CAN YOU TELL ME WHERE YOUR CLOTHES WERE WHEN HE TOUCHED YOU ON YOUR MINI,2.0
CAN YOU TELL ME WHERE YOUR KNICKERS WERE,2.0
TELL ME MORE ABOUT WHEN HE WIPED YOU SAID HE WIPED THE WEE AWAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED THEN,5.0
YOU TOLD ME BEFORE THAT THIS MAN WAS SMELLY HAD GREY HAIR WHAT ELSE CAN YOU REMEMBER ABOUT HOW THE MAN LOOKED,1.0
A BIG BEARD,4.0
HOW MANY TIMES HAVE YOU SEEN THIS MAN BEFORE,2.0
SO THE MAN HAD A BIG BEARD TELL ME EVERYTHING ELSE YOU REMEMBER ABOUT HOW HE LOOKED,4.0
OKAY YOU SAID BEFORE YOU TOLD ME BEFORE THAT A LADY CAME INTO THE CAME AND ASKED YOU IF YOU WERE OKAY,4.0
TELL ME ABOUT THAT LADY WHAT DO YOU REMEMBER ABOUT THAT LADY,1.0
HM-HM WHAT HAPPENED TO THE LADY AFTER SHE SPOKE TO YOU,4.0
TELL ME MORE ABOUT WHEN HE WIPED THE WEE FROM YOUR MINI WHAT WAS HIS HAND DOING,2.0
OKAY I THINK YOU'VE DONE A GOOD JOB AT ANSWERING MY QUESTIONS AND LISTENING TO MY QUESTIONS TODAY AND I DON'T HAVE ANY FURTHER QUESTIONS DO YOU HAVE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,2.0
MILLIE TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0.0
AND TELL ME ABOUT THAT,1.0
OKAY WHEN WAS THE LAST TIME YOU WENT TO STAY AT HIS HOUSE,2.0
OKAY TELL ME ALL ABOUT THAT,1.0
OKAY WHAT HAPPENED THEN,1.0
OKAY OKAY SO I WASN'T THERE IT'S IMPORTANT I KNOW EVERYTHING THAT HAPPENED CAN YOU TELL ME EVERYTHING YOU CAN REMEMBER FROM WHEN YOU WOKE UP AND HE WAS BOUNCING ON THE BED,1.0
TELL ME EVERYTHING YOU REMEMBER ABOUT THAT,1.0
OKAY AND WHEN YOU SAY HIS THING TELL ME ABOUT HIS THING,1.0
OKAY TELL ME WHAT YOU MEAN BY YUCKY,1.0
DO YOU KNOW WHAT HE USES HIS PRIVATE PARTS FOR,2.0
TELL ME WHAT HE USES HIS PRIVATE PARTS FOR,2.0
OKAY AND THEN YOU SAID HE WAS DOING SOMETHING YUCKY WITH IT TELL ME ABOUT THAT,1.0
OKAY AND TELL ME WHAT HE WAS DOING WITH IT IN HIS HAND,2.0
OKAY AND DID KEVIN SAY ANYTHING TO YOU,2.0
AND DID YOU SAY ANYTHING TO HIM,2.0
WHAT DID HE DO WHEN YOU STARTED CRYING,2.0
OKAY AND WAS THERE ANYBODY ELSE AROUND WHEN THIS HAPPENED,2.0
AND NOW YOU SAID THIS HAPPENED YOU'D GONE TO SLEEP AND IT WAS YOU WERE IN HIS BEDROOM IN THE NIGHT WAS THERE ANYBODY ELSE IN THE HOUSE,2.0
WHO ELSE WAS IN THE HOUSE TELL ME ABOUT THAT,2.0
OKAY HOW DO YOU KNOW THEY WERE IN THEIR BEDROOM,2.0
OKAY SO WHAT HAPPENED NEXT AFTER HE'D PUT HIS THING INSIDE YOUR BOTTOM AND THEN TAKEN IT OUT WHAT HAPPENED NEXT,1.0
OKAY AND WHO DID YOU TELL DID YOU TELL ANYONE,2.0
OKAY WHAT'S YOUR MUM'S NAME,2.0
OKAY DO YOU REMEMBER WHEN YOU TOLD YOUR MUM,2.0
TELL ME WHEN YOU TOLD YOUR MUM ABOUT WHAT HAPPENED,2.0
OKAY AND WHAT DID YOU TELL YOUR MUM,2.0
OKAY TELL ME ABOUT CALLUM,1.0
OKAY AND DO YOU KNOW HOW OLD CALLUM IS,2.0
SO HOW OLD IS CALLUM,2.0
OKAY HAS HE DONE ANYTHING LIKE THIS TO YOU BEFORE,2.0
NOW TELL ME ABOUT THAT,1.0
OKAY AND WHAT HAPPENED THEN,1.0
OKAY SO YOU'VE TOLD ME ABOUT THE LAST TIME WHEN YOU STAYED OVER THERE AND HE PUT HIS THING INSIDE YOUR BOTTOM AND YOU'VE TOLD ME ABOUT ANOTHER TIME YOU WERE STAYING AT HIS HOUSE AND YOU WOKE UP AND HE HAD HIS DIRTY SPOT IN HIS HAND DO YOU REMEMBER WHEN THAT WAS,2.0
TELL ME WHEN THAT WAS,2.0
OKAY WHAT HAD YOU BEEN DOING THAT DAY DO YOU REMEMBER,2.0
OKAY AND HAS HE DONE ANYTHING LIKE THAT OR ANYTHING ELSE AT ANY OTHER TIME,2.0
OKAY SO YOU TOLD ME ABOUT TWO TIMES SO IT'S JUST THE TWO TIMES THAT SOMETHING'S HAPPENED,2.0
YEAH OKAY DID YOU TELL ANYBODY AFTER THAT HAPPENED THE LAST TIME,2.0
AND HOW OFTEN DO YOU STAY AROUND HIS HOUSE,2.0
OKAY WHAT DO YOU MEAN BY A LOT OF TIMES DO YOU MEAN EVERY WEEK OR EVERY OTHER WEEK OR ONCE A MONTH,2.0
AND THE SECOND TIME THAT YOU TOLD ME ABOUT WHEN YOU WOKE AND HE HAD HIS DIRTY SPOT IN HIS HAND,4.0
WAS THERE ANYBODY ELSE IN THAT HOUSE,2.0
WHO ELSE WAS IN THE HOUSE,2.0
OKAY AND WHAT'S YOUR AUNT AND UNCLE'S NAME,2.0
MATT DID YOU SAY,2.0
HI ISABELLE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,2.0
OKAY SO START AT THE BEGINNING TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0.0
OKAY I UNDERSTAND YOU USED TO LIKE GOING FOR WALKS TO THE PARK TELL ME ABOUT THAT,3.0
OKAY AND WHAT DO YOU DO WHEN YOU'RE THERE,2.0
OKAY WHAT ELSE DO YOU DO,2.0
OKAY CAN YOU TELL ME SORRY TELL ME ALL ABOUT WHEN YOU PLAY DOCTORS WITH YOUR BROTHER REMEMBER I'M NOT THERE SO EXPLAIN IT ALL TO ME START AT THE BEGINNING,1.0
OKAY,4.0
OKAY,4.0
OKAY WHAT HAPPENS THEN,1.0
OKAY,4.0
OKAY WHAT DO YOU MEAN BY NAUGHTY,2.0
OKAY SO OBVIOUSLY ISABELLE I'M NOT THERE SO FEEL FREE TO TALK TO ME ABOUT ANYTHING YOU'RE NOT GOING TO GET INTO ANY TROUBLE BUT CAN YOU EXPLAIN TO ME WHAT YOU MEAN BY WHEN YOU SAY HE DOES SOMETHING NAUGHTY,2.0
OKAY WHAT DO YOU MEAN WHEN YOU SAY THAT,2.0
OKAY,4.0
OKAY TELL ME MORE ABOUT THE STICK,1.0
ABOUT THE STICK,3.0
OKAY AND EXPLAIN TO ME WHAT HE DOES WITH THE STICK,2.0
OKAY,4.0
OKAY NOW WHEN YOU SAY YOUR PRIVATES EXPLAIN TO ME WHAT YOU MEAN BY THAT,2.0
OKAY AND EXPLAIN TO ME WHEN YOU SAY YOUR BOTTOM DO YOU MEAN CAN YOU GIVE ME MORE INFORMATION ABOUT THAT,2.0
OKAY JUST TELL ME A BIT MORE INFORMATION ABOUT WHAT YOU DO WITH YOUR BOTTOM,2.0
OKAY ALL RIGHT NOW ALL RIGHT START AT THE BEGINNING TELL ME EXACTLY WHAT HE DOES WHEN YOU'RE IN THE TUNNEL,1.0
OKAY WHAT HAPPENS THEN,1.0
OKAY,4.0
OKAY TELL ME MORE ABOUT THE PART WHERE HE PUTS THE STICK IN YOUR BOTTOM,1.0
OKAY,4.0
OKAY NOW YOU MENTIONED TELL ME MORE ABOUT THE PART WHERE YOU ARE ON YOUR KNEES,1.0
OKAY ALL RIGHT WHAT HAPPENED WHEN THE STICK WENT IN,4.0
OKAY WHAT HAPPENED THEN,1.0
OKAY WHAT HAPPENED AFTER THAT,1.0
YEAH,4.0
OKAY ALL RIGHT WHAT HAPPENED THEN,1.0
OKAY,4.0
OKAY ALL RIGHT NOW YOU MENTIONED IT WAS YOUR BROTHER CAN YOU TELL ME MORE INFORMATION ABOUT YOUR BROTHER,2.0
OKAY TELL ME ALL THE INFORMATION THAT YOU CAN ABOUT YOUR BROTHER,1.0
OKAY,4.0
OKAY HOW OLD IS YOUR BROTHER,2.0
OKAY HAVE YOU GOT MORE THAN ONE BROTHER,2.0
OKAY AND HOW OFTEN DO YOU GO TO THE PARK,2.0
OKAY CAN YOU TELL ME WHEN WAS THE LAST TIME THIS HAPPENED AT THE PARK,2.0
OKAY ALL RIGHT CAN YOU TELL ME MORE ABOUT THE PART WHERE YOU SAID THAT YOU PLAYED DOCTORS,2.0
SO TELL ME MORE ABOUT THAT OBVIOUSLY I WASN'T THERE SO I'M NOT ENTIRELY SURE WHAT HAPPENED EXPLAIN TO ME WHAT HAPPENED WHEN YOU PLAYED DOCTORS,1.0
OKAY AND WHAT HAPPENED SO YOU MENTIONED THAT HE PULLS DOWN YOUR PANTS DOES HE TAKE ANY OTHER ITEMS OF CLOTHING OFF,2.0
WHAT OTHER TIMES,2.0
OKAY ALL RIGHT AND DOES ANYTHING ELSE OCCUR WHEN YOU'RE IN THE TUNNELS,2.0
NO OKAY YOU MENTIONED THE STICK CAN YOU SORRY DESCRIBE THE STICK FOR ME PLEASE,4.0
OKAY CAN YOU TELL ME SORRY TELL ME ANY MORE DETAIL ABOUT THAT,1.0
OKAY ABOUT HOW BIG IS THE STICK,2.0
WHAT HAVE YOU COME TO TALK TO ME ABOUT TODAY,2.0
YOUR STEPDAD,4.0
SO WHAT'S HIS NAME,2.0
STEPHEN SO WHAT WOULD YOU LIKE TO TELL ME ABOUT STEPHEN,4.0
PLAY GAMES WHAT SORT OF GAMES,4.0
DID YOU SAY SWIMMER BARBIE,4.0
THAT'S PRETTY GOOD AND THE TICKLING GAME WHICH GAME DO YOU LIKE THE BEST,2.0
OKAY AND WHAT DO YOU LIKE ABOUT THAT GAME,2.0
OKAY THAT IS FUN SO WHICH GAME DON'T YOU LIKE,2.0
WHAT DON'T YOU LIKE ABOUT THE TICKLING GAME,2.0
SO WHAT'S ANOTHER NAME FOR YOUR PRIVATES,2.0
SO HOW DOES HE JUST LET ME THINK SO WHAT PART OF HIS BODY DOES HE USE TO PLAY THE TICKLING GAME,2.0
FINGERS HOW MANY FINGERS DOES HE USE,4.0
AND HOW DO YOU FEEL WHEN HE PLAYS THAT TICKLING GAME WITH YOU,2.0
AND OTHER TIMES,2.0
AND WHAT DOES HE SAY WHILE HE'S PLAYING THE TICKLING GAME WITH YOU,2.0
AND DO YOU LIKE IT WHEN HE TICKLES YOUR TOES,2.0
SO WHAT DO YOU WEAR WHEN YOU'RE IN THE BATH PLAYING THE TICKLING GAME,2.0
AND WHAT DOES STEPHEN WEAR WHEN YOU PLAY THE TICKLING GAME,2.0
SO ARE YOU THE ONLY ONE IN THE BATH WHEN YOU'RE PLAYING THE GAME OR IS THERE OTHER PEOPLE,2.0
AND HOW ABOUT STEPHEN WHERE IS HE WHEN YOU'RE IN THE BATH,2.0
OKAY YOU'RE DOING A GREAT JOB THANK YOU FOR TELLING ME YOUR STORY SO HOW MANY TIMES DOES HE PLAY THE TICKLING GAME,2.0
WHAT DO YOU MEAN BY ALL THE TIME,2.0
AND HOW MANY TIMES A DAY DO YOU HAVE A BATH,2.0
SO WHO ELSE IS AT HOME WHEN YOU'RE PLAYING THE TICKLING GAME,2.0
SO WHEN YOU'RE JUST IN YOUR HOUSE HOW MANY PEOPLE LIVE THERE NORMALLY,2.0
AND WHO IS THAT,2.0
SO WHERE IS MUMMY WHEN YOU'RE HAVING A BATH WHEN STEPHEN HELPS,2.0
WHAT DO YOU SAY TO STEPHEN WHEN HE PLAYS THE TICKLING GAME TO YOU AND YOU DON'T LIKE IT,2.0
HOW LONG HAVE YOU KNOWN STEPHEN FOR,2.0
SO YOU SAID THIS HAPPENED ALL THE TIME LIKE STEPHEN BATHS YOU ALL THE TIME HOW OLD ARE YOU NOW DO YOU KNOW,2.0
HOW OLD ARE YOU,2.0
FIVE WOW AND CAN YOU REMEMBER HOW OLD YOU WERE WHEN YOU FIRST PLAYED THE TICKLING GAME,4.0
DO YOU THINK THAT MAYBE IT'S BEEN HAPPENING FOR A LONG TIME OR A LITTLE TIME OR YOU DON'T KNOW,2.0
A LONG TIME SO WHEN YOU SAY THAT HE TICKLES YOU IN YOUR PRIVATE PARTS AND YOU CALLED THAT YOUR WEE-WEE IS THERE ANYWHERE ELSE WHERE HE TICKLES YOU THAT YOU DON'T LIKE,4.0
AND WHAT DOES HE SAY TO YOU WHEN HE'S TICKLING YOU,3.0
OH THAT'S RIGHT I ALREADY ASKED YOU THAT QUESTION SORRY ABOUT THAT IT'S VERY IMPORTANT WHAT YOU SAY SO I WANT TO MAKE SURE THAT I CAN REMEMBER EVERYTHING YOU SAY SO I'M SORRY THAT I'VE HAD TO ASK YOU THAT ONE TWO TIMES SO I'M JUST TRYING TO THINK BECAUSE I WANT TO MAKE SURE THAT WE GET ALL THIS STORY RIGHT SO YOU SAID THAT YOU PLAY GAMES IN THE BATH AND THAT HE TICKLES YOU WITH ALL HIS FINGERS NOW DOES HE TELL ME ABOUT WHEN HE USES ALL HIS FINGERS IN YOUR WEE-WEE,4.0
JUST PUTS THEM ON THE OUTSIDE AND TICKLES AROUND,4.0
SO IS THERE ANYWHERE ELSE WHERE HE PUTS HIS FINGERS,2.0
AND HOW DOES THAT MAKE YOU FEEL,2.0
OKAY THANK YOU FOR TELLING ME YOUR STORY NOW I WASN'T THERE IN THE BATH WITH YOU SO CAN YOU TELL ME MORE ABOUT THE TIMES WHERE HE TICKLES YOU,2.0
