Question,Label
OKAY TELL ME ABOUT THE TICKLING GAME,0
HM OH OKAY SO YOU PLAYED LOTS OF GAMES IN THE BATH TELL ME ABOUT THOSE GAMES,0
WHAT WAS THE LAST ONE,2
SO YOU PLAYED MERMAIDS BARBIES AND THE TICKLING GAME IS THAT RIGHT,1
OKAY TELL ME ABOUT THE MERMAID GAME,0
HM OH OKAY IS THERE ANYTHING ELSE WITH THE MERMAID GAME,1
OKAY ALL RIGHT WHAT ABOUT YOU TELL ME MORE ABOUT PLAYING BARBIES IN THE BATH,0
OH LOVELY TELL ME ABOUT THE HAIR,0
OH LOVELY OKAY ALL RIGHT WELL TELL ME MORE ABOUT THE TICKLING GAME,0
OH OKAY WHEN YOU SAY TICKLING WHAT HAPPENS WHEN HE'S TICKLING WHAT DOES HE DO,1
OKAY SO HE STARTS AT YOUR FEET AND TICKLES UP YOUR LEGS TO YOUR MINI IS THAT WHAT HAPPENS,1
RIGHT I DON'T KNOW WHAT A MINI IS CAN YOU TELL ME WHAT YOU USE YOUR MINI FOR,1
TELL ME WHAT YOU USE YOUR MINI FOR,1
OKAY SO YOU SAID YOU DON'T LIKE WHAT THE TICKLING THAT STEPHEN DOES ON YOUR MINI TELL ME AS MUCH AS YOU CAN REMEMBER ABOUT THAT,0
UP TO YOUR CHIN ALL RIGHT SO TELL ME ABOUT THE BIT WHEN HE TICKLES YOUR MINI HOW LONG DOES HE DO THIS FOR,1
A LONG TIME WHAT DOES IT FEEL LIKE,1
OKAY ALL RIGHT WHEN THIS HAPPENS WHERE'S MUM,1
HM-HM I WANT TO FIND OUT A BIT MORE ABOUT WHERE THIS HAPPENED WHERE DO YOU HAVE YOUR BATH,1
IN THE BIG BATHROOM OKAY SO I KNOW A LITTLE BIT ABOUT YOUR FAMILY BUT CAN YOU TELL ME A BIT MORE ABOUT YOUR FAMILY I KNOW YOU'VE GOT A MUM AND STEPHEN CAN YOU TELL ME MORE ABOUT YOUR FAMILY,1
TELL ME WHO'S IN YOUR FAMILY,1
OH OKAY SO THERE'S MUM AND STEPHEN AND YOU HAVE ONE DOG,2
AND YOU HAVE A REAL DAD BUT HE LIVES SOMEWHERE ELSE,2
IS THAT RIGHT,1
OKAY DO YOU SEE YOUR REAL DAD ANY OTHER TIMES DO YOU STAY WITH HIM,1
OKAY ALL RIGHT SO YOU SAID THIS HAPPENS IN THE BIG BATHROOM AND MUM'S USUALLY AT WORK IS THAT RIGHT,1
HI ISABELLE SO TELL ME WHAT HAVE YOU COME HERE TO TALK TO ME ABOUT TODAY,0
YOU DON'T KNOW WELL YOU STILL LIKE GOING TO THE PARK IS THAT RIGHT,2
WHAT DO YOU LIKE ABOUT THE PARK,1
WHICH IS YOUR FAVOURITE,1
THE SWINGS OKAY AND HOW OFTEN DO YOU GO TO THE PARK,1
A LOT WOW YOU'RE LUCKY SO WHO GOES TO THE PARK WITH YOU,1
YOUR BROTHER WHAT'S YOUR BROTHER'S NAME,1
OKAY HOW OLD IS YOUR BROTHER,1
HE'S SEVEN IS HE OKAY AND YOU'RE SIX AREN'T YOU,2
YES HOW FAR AWAY IS THE PARK FROM YOUR HOUSE,1
IS IT OH YOU'RE LUCKY TO LIVE SO CLOSE SO DO  YOU WALK THERE,1
YOU DO OKAY DO YOU GO THERE ON YOUR OWN AT ALL OR DO YOU ALWAYS GO WITH YOUR BROTHER,1
JUST WITH YOUR BROTHER OKAY SO WHAT HAPPENS WHEN YOU GO WITH YOUR BROTHER WHAT DO YOU GO AND DO THEN,1
HM-HM,2
REALLY OKAY WHAT WAS THE NEW GAME,1
OKAY TELL ME ABOUT THE DOCTORS GAME,0
WHAT TUNNEL IS THAT,1
IT'S PLAY EQUIPMENT IS IT IS IT SOMETHING YOU PLAY ON,1
OH RIGHT OKAY ALL RIGHT SO DO YOU BOTH GO IN THERE,1
OKAY ALL RIGHT SO WHAT HAPPENS WHEN YOU'RE IN THERE PLAYING DOCTORS,1
HM-HM WHAT KIND OF DOCTOR IS HE,1
OH OKAY AND WHAT DO YOU DO,1
THE PATIENT SO WHAT DOES THE PATIENT HAVE TO DO FOR THE DOCTOR,1
OKAY AND WHAT KIND OF STICK IS THAT,1
OKAY OKAY AND HOW DOES THAT MAKE YOU FEEL,1
DOES IT OKAY HAVE YOU TOLD ANYBODY,1
WHO DID YOU TELL,1
DID YOU OKAY SO WITH THE STICK THAT HE STICKS UP YOUR BOTTOM YOU SAID THAT HURT YEAH,1
OKAY HOW MANY TIMES HAS HE DONE THIS TO YOU,1
A LOT WHAT DOES HE SAY WHEN HE'S DOING THAT,1
OKAY OKAY DOES HE DO ANYTHING ELSE WHEN HE'S THE DOCTOR TO YOU,1
NO SO THAT'S HAPPENED A FEW TIMES,1
OKAY HOW DO YOU FEEL ABOUT THAT,1
YOU FEEL OKAY ABOUT THAT,1
OKAY SO WHAT OTHER ACTIONS HAVE HAPPENED IN THERE HAS THERE BEEN ANYTHING ELSE OR IS THAT HOW DOES THE GAME FINISH,1
OKAY WHEN HE SAYS THAT YOU'RE OKAY THEN YOU CAN GO,1
OKAY ALL RIGHT AND IS THERE ANYBODY ELSE THERE AT ALL,1
HI JULIAN CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,1
YEAH SO CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED,1
CAN YOU TELL ME WHAT YOU'RE HERE TO TALK TO ME ABOUT,1
OKAY CAN YOU TELL ME WHAT HAPPENED WITH YOUR DAD,1
YEAH I WASN'T THERE WHEN SOMETHING HAPPENED WITH YOUR DAD CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED FROM THE START TO THE END,1
AH CAN YOU TELL ME MORE ABOUT DAD GETTING ANGRY,1
YEAH CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD GOT ANGRY,1
HM WHAT HAPPENED THEN,0
HM THEN WHAT HAPPENED,0
WHAT ELSE HAPPENED,0
WHAT HAPPENED THEN,0
HM AND WHAT HAPPENED THEN,0
YEAH CAN YOU HAVE A BIG THINK ABOUT IT AND TELL ME EVERYTHING THAT HAPPENED WHEN DAD PUSHED YOU,0
CAN YOU TELL ME MORE ABOUT THE PART WHERE DAD GRABBED YOU ON THE ARM,1
YEAH,2
HM,2
CAN YOU TELL ME MORE ABOUT WHEN HE GRABBED YOU WHEREABOUTS ON HIS BODY DID HE GRAB ON YOUR BODY DID HE GRAB YOU,1
ON YOUR ARM CAN YOU TELL ME MORE ABOUT HOW HE GRABBED YOU,1
YEAH,2
CAN YOU TELL ME WHAT HAND HE GRABBED YOU WITH,1
YEAH,2
CAN YOU TELL ME MORE ABOUT WHERE ON YOUR ARM HE GRABBED YOU,1
HM-HM,2
DID ANYTHING HAPPEN WHEN HE GRABBED YOU ON TOP OF THE ARM,1
CAN YOU TELL ME ABOUT THAT,1
AND THEN WHAT HAPPENED,0
DID ANYTHING HAPPEN AFTER YOU HIT YOUR HEAD,1
HM-HM CAN YOU TELL ME ABOUT THAT,1
AND THEN WHAT HAPPENED,0
CAN YOU TELL ME HOW YOU FELT WHEN YOU HIT YOUR HEAD AND FELL DOWN,1
HM CAN YOU TELL ME ABOUT THAT,1
CAN YOU TELL ME MORE ABOUT HOW IT HURT,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR UNCLE GARY OKAY TELL ME WHAT HAPPENED WITH UNCLE GARY AND START AT THE BEGINNING,0
OKAY AND WHAT HAPPENED AFTER YOU LOOKED ON THE COMPUTER,1
OKAY TELL ME EVERYTHING ABOUT WHAT YOU SAW ON THE COMPUTER WHAT WAS HAPPENING,0
AND WHAT HAPPENED AFTER YOU WERE WATCHING THE KISSING AND TOUCHING ON THE COMPUTER,0
OKAY HE TOLD HE WOULD TEACH YOU A BIG BOYS GAME,2
OKAY NOW TELL ME ABOUT THE PART WHERE HE PUT HIS HANDS DOWN YOUR PANTS AND TOUCHED YOUR WILLY,0
AND TELL ME WHAT HAPPENED AFTER YOU TOLD HIM THAT YOU DIDN'T LIKE IT AND HE LAUGHED AT YOU,0
OKAY SO YOU SAID THAT HE DID THAT CAN YOU TELL ME WAS THAT WHEN HE WAS YOU WERE WITH HIM WATCHING THE COMPUTER OR WAS IT A DIFFERENT TIME,1
YEAH OKAY AND WAS THAT SOMETHING THAT'S HAPPENED WITH YOUR UNCLE GARY THAT YOU JUST TOLD ME ABOUT WAS THAT SOMETHING THAT HAS HAPPENED ONCE OR MORE THAN ONCE,1
OKAY AND THE TIME YOU'VE JUST TALKED ABOUT WAS THAT THE LAST TIME IT HAPPENED OR ANOTHER TIME,1
OKAY AND DID YOU TELL YOUR MUM ABOUT THIS ONE THAT YOU'VE TOLD ME ABOUT OR DID YOU TELL HER ABOUT ANOTHER TIME,1
WHAT DID YOU TELL YOUR MUM ABOUT,1
JUST TELL ME EVERYTHING ABOUT THAT TIME WHEN THAT HAPPENED TO YOU,0
AND SO TELL ME WHAT HAPPENED BEFORE HE PUT YOU ON HIS KNEE,0
OKAY SO HE ASKED YOU SIT ON HIS KNEE AND THEN WHAT HAPPENED,0
OKAY AND WHAT HAPPENED AFTER HE PUSHED HIS WILLY INTO YOUR BOTTOM,0
AND WHAT HAPPENED WHEN YOU RAN AWAY,0
OKAY CAN YOU TELL ME OR TELL ME MORE ABOUT THE PART WHERE HE PULLED YOUR PANTS DOWN AND PUT HIS WILLY INTO YOUR BOTTOM,0
AND WHAT HAPPENED AFTER YOUR MUM PICKED YOU UP,0
OKAY TELL ME ABOUT WHAT HAPPENED WHEN YOU TOLD YOUR MUM,0
AND THAT'S WHEN YOU TOLD YOUR MUM,1
AND WHAT HAPPENED AFTER YOU TOLD YOUR MUM,0
HM AND BEFORE YOU SAID IT HAPPENED MORE THAN ONCE HOW MANY TIMES DO YOU THINK IT'S HAPPENED WITH UNCLE GEORGE,1
A FEW TIMES,2
AND SINCE YOU TOLD YOUR MUM HAS IT HAPPENED AGAIN,1
NO WHAT ABOUT THE FIRST TELL ME EVERYTHING THAT HAPPENED THE FIRST TIME THAT IT HAPPENED WITH UNCLE GARY,0
JESSICA TELL ME WHAT YOU'VE COME HERE TO TALK TO ME TODAY ABOUT,0
ABOUT THE MAD MAN HM-HM OKAY TELL ME EVERYTHING THAT TELL ME MORE ABOUT THE BAD MAN,0
SMELLY AND GREY HAIR OKAY WHAT HAPPENED WITH THE BAD MAN,1
HM-HM,2
TOUCHED YOU ON YOUR MINI,2
AND WHAT HAPPENED THEN,0
YOU STARTED CRYING HM-HM ALL RIGHT I WASN'T THERE JESSICA AND I NEED YOU TO TRY AND TELL ME EVERYTHING YOU REMEMBER AND START FROM THE VERY BEGINNING AND TELL ME EVERYTHING YOU CAN REMEMBER ABOUT THAT SMELLY GREY-HAIRED MAN THAT CAME INTO THE TOILET,0
HM-HM,2
HM-HM,2
HM-HM TELL ME WHAT HAPPENED THEN,0
HM-HM,2
RIGHT TELL ME WHAT HAPPENED THEN,0
HM-HM,2
DIDN'T WANT TO GET STUCK INSIDE YEAH WHAT HAPPENED THEN,0
OKAY TELL ME MORE ABOUT THE BAD MAN,0
HM-HM WHAT HAPPENED THEN,0
TELL ME WHAT YOU USE YOUR MINI FOR,1
TELL ME MORE ABOUT WHEN HE PUT YOUR HAND ON YOUR MINI,0
HM-HM,2
A LADY CAME IN,2
OKAY TELL ME WHAT HAPPENED WHEN THE LADY CAME IN,0
THE BAD MAN RAN AWAY,2
AND WHAT HAPPENED WHEN THE BAD MAN RAN AWAY,0
TELL ME MORE ABOUT WHAT HAPPENED AFTER THAT,0
TELL ME WHAT HAPPENED WHEN YOU WENT BACK TO MUM,0
HOW OLD'S JAKE,1
ALL RIGHT YOU TOLD ME BEFORE THAT YOU STARTED CRYING TELL ME MORE ABOUT WHAT MADE YOU START CRYING,0
OKAY YOU TOLD ME BEFORE THAT HE TOUCHED YOU ON YOUR MINI CAN YOU TELL ME WHERE YOUR CLOTHES WERE WHEN HE TOUCHED YOU ON YOUR MINI,1
CAN YOU TELL ME WHERE YOUR KNICKERS WERE,1
TELL ME MORE ABOUT WHEN HE WIPED YOU SAID HE WIPED THE WEE AWAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED THEN,1
YOU TOLD ME BEFORE THAT THIS MAN WAS SMELLY HAD GREY HAIR WHAT ELSE CAN YOU REMEMBER ABOUT HOW THE MAN LOOKED,0
A BIG BEARD,2
HOW MANY TIMES HAVE YOU SEEN THIS MAN BEFORE,1
SO THE MAN HAD A BIG BEARD TELL ME EVERYTHING ELSE YOU REMEMBER ABOUT HOW HE LOOKED,0
OKAY YOU SAID BEFORE YOU TOLD ME BEFORE THAT A LADY CAME INTO THE CAME AND ASKED YOU IF YOU WERE OKAY,2
TELL ME ABOUT THAT LADY WHAT DO YOU REMEMBER ABOUT THAT LADY,0
HM-HM WHAT HAPPENED TO THE LADY AFTER SHE SPOKE TO YOU,1
TELL ME MORE ABOUT WHEN HE WIPED THE WEE FROM YOUR MINI WHAT WAS HIS HAND DOING,1
OKAY I THINK YOU'VE DONE A GOOD JOB AT ANSWERING MY QUESTIONS AND LISTENING TO MY QUESTIONS TODAY AND I DON'T HAVE ANY FURTHER QUESTIONS DO YOU HAVE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,1
MILLIE TELL ME WHAT YOU'VE COME TO TALK TO ME ABOUT TODAY,0
AND TELL ME ABOUT THAT,0
OKAY WHEN WAS THE LAST TIME YOU WENT TO STAY AT HIS HOUSE,1
OKAY TELL ME ALL ABOUT THAT,0
OKAY WHAT HAPPENED THEN,0
OKAY OKAY SO I WASN'T THERE IT'S IMPORTANT I KNOW EVERYTHING THAT HAPPENED CAN YOU TELL ME EVERYTHING YOU CAN REMEMBER FROM WHEN YOU WOKE UP AND HE WAS BOUNCING ON THE BED,0
TELL ME EVERYTHING YOU REMEMBER ABOUT THAT,0
OKAY AND WHEN YOU SAY HIS THING TELL ME ABOUT HIS THING,0
OKAY TELL ME WHAT YOU MEAN BY YUCKY,0
DO YOU KNOW WHAT HE USES HIS PRIVATE PARTS FOR,1
TELL ME WHAT HE USES HIS PRIVATE PARTS FOR,1
OKAY AND THEN YOU SAID HE WAS DOING SOMETHING YUCKY WITH IT TELL ME ABOUT THAT,0
OKAY AND TELL ME WHAT HE WAS DOING WITH IT IN HIS HAND,1
OKAY AND DID KEVIN SAY ANYTHING TO YOU,1
AND DID YOU SAY ANYTHING TO HIM,1
WHAT DID HE DO WHEN YOU STARTED CRYING,1
OKAY AND WAS THERE ANYBODY ELSE AROUND WHEN THIS HAPPENED,1
AND NOW YOU SAID THIS HAPPENED YOU'D GONE TO SLEEP AND IT WAS YOU WERE IN HIS BEDROOM IN THE NIGHT WAS THERE ANYBODY ELSE IN THE HOUSE,1
WHO ELSE WAS IN THE HOUSE TELL ME ABOUT THAT,1
OKAY HOW DO YOU KNOW THEY WERE IN THEIR BEDROOM,1
OKAY SO WHAT HAPPENED NEXT AFTER HE'D PUT HIS THING INSIDE YOUR BOTTOM AND THEN TAKEN IT OUT WHAT HAPPENED NEXT,0
OKAY AND WHO DID YOU TELL DID YOU TELL ANYONE,1
OKAY WHAT'S YOUR MUM'S NAME,1
OKAY DO YOU REMEMBER WHEN YOU TOLD YOUR MUM,1
TELL ME WHEN YOU TOLD YOUR MUM ABOUT WHAT HAPPENED,1
OKAY AND WHAT DID YOU TELL YOUR MUM,1
OKAY TELL ME ABOUT CALLUM,0
OKAY AND DO YOU KNOW HOW OLD CALLUM IS,1
SO HOW OLD IS CALLUM,1
OKAY HAS HE DONE ANYTHING LIKE THIS TO YOU BEFORE,1
NOW TELL ME ABOUT THAT,0
OKAY AND WHAT HAPPENED THEN,0
OKAY SO YOU'VE TOLD ME ABOUT THE LAST TIME WHEN YOU STAYED OVER THERE AND HE PUT HIS THING INSIDE YOUR BOTTOM AND YOU'VE TOLD ME ABOUT ANOTHER TIME YOU WERE STAYING AT HIS HOUSE AND YOU WOKE UP AND HE HAD HIS DIRTY SPOT IN HIS HAND DO YOU REMEMBER WHEN THAT WAS,1
TELL ME WHEN THAT WAS,1
OKAY WHAT HAD YOU BEEN DOING THAT DAY DO YOU REMEMBER,1
OKAY AND HAS HE DONE ANYTHING LIKE THAT OR ANYTHING ELSE AT ANY OTHER TIME,1
OKAY SO YOU TOLD ME ABOUT TWO TIMES SO IT'S JUST THE TWO TIMES THAT SOMETHING'S HAPPENED,1
YEAH OKAY DID YOU TELL ANYBODY AFTER THAT HAPPENED THE LAST TIME,1
AND HOW OFTEN DO YOU STAY AROUND HIS HOUSE,1
OKAY WHAT DO YOU MEAN BY A LOT OF TIMES DO YOU MEAN EVERY WEEK OR EVERY OTHER WEEK OR ONCE A MONTH,1
AND THE SECOND TIME THAT YOU TOLD ME ABOUT WHEN YOU WOKE AND HE HAD HIS DIRTY SPOT IN HIS HAND,2
WAS THERE ANYBODY ELSE IN THAT HOUSE,1
WHO ELSE WAS IN THE HOUSE,1
OKAY AND WHAT'S YOUR AUNT AND UNCLE'S NAME,1
MATT DID YOU SAY,1
HI ISABELLE CAN YOU TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,1
OKAY SO START AT THE BEGINNING TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY AND WHAT DO YOU DO WHEN YOU'RE THERE,1
OKAY WHAT ELSE DO YOU DO,1
OKAY CAN YOU TELL ME SORRY TELL ME ALL ABOUT WHEN YOU PLAY DOCTORS WITH YOUR BROTHER REMEMBER I'M NOT THERE SO EXPLAIN IT ALL TO ME START AT THE BEGINNING,0
OKAY,2
OKAY,2
OKAY WHAT HAPPENS THEN,0
OKAY,2
OKAY WHAT DO YOU MEAN BY NAUGHTY,1
OKAY SO OBVIOUSLY ISABELLE I'M NOT THERE SO FEEL FREE TO TALK TO ME ABOUT ANYTHING YOU'RE NOT GOING TO GET INTO ANY TROUBLE BUT CAN YOU EXPLAIN TO ME WHAT YOU MEAN BY WHEN YOU SAY HE DOES SOMETHING NAUGHTY,1
OKAY WHAT DO YOU MEAN WHEN YOU SAY THAT,1
OKAY,2
OKAY TELL ME MORE ABOUT THE STICK,0
OKAY AND EXPLAIN TO ME WHAT HE DOES WITH THE STICK,1
OKAY,2
OKAY NOW WHEN YOU SAY YOUR PRIVATES EXPLAIN TO ME WHAT YOU MEAN BY THAT,1
OKAY AND EXPLAIN TO ME WHEN YOU SAY YOUR BOTTOM DO YOU MEAN CAN YOU GIVE ME MORE INFORMATION ABOUT THAT,1
OKAY JUST TELL ME A BIT MORE INFORMATION ABOUT WHAT YOU DO WITH YOUR BOTTOM,1
OKAY ALL RIGHT NOW ALL RIGHT START AT THE BEGINNING TELL ME EXACTLY WHAT HE DOES WHEN YOU'RE IN THE TUNNEL,0
OKAY WHAT HAPPENS THEN,0
OKAY,2
OKAY TELL ME MORE ABOUT THE PART WHERE HE PUTS THE STICK IN YOUR BOTTOM,0
OKAY,2
OKAY NOW YOU MENTIONED TELL ME MORE ABOUT THE PART WHERE YOU ARE ON YOUR KNEES,0
OKAY ALL RIGHT WHAT HAPPENED WHEN THE STICK WENT IN,2
OKAY WHAT HAPPENED THEN,0
OKAY WHAT HAPPENED AFTER THAT,0
YEAH,2
OKAY ALL RIGHT WHAT HAPPENED THEN,0
OKAY,2
OKAY ALL RIGHT NOW YOU MENTIONED IT WAS YOUR BROTHER CAN YOU TELL ME MORE INFORMATION ABOUT YOUR BROTHER,1
OKAY TELL ME ALL THE INFORMATION THAT YOU CAN ABOUT YOUR BROTHER,0
OKAY,2
OKAY HOW OLD IS YOUR BROTHER,1
OKAY HAVE YOU GOT MORE THAN ONE BROTHER,1
OKAY AND HOW OFTEN DO YOU GO TO THE PARK,1
OKAY CAN YOU TELL ME WHEN WAS THE LAST TIME THIS HAPPENED AT THE PARK,1
OKAY ALL RIGHT CAN YOU TELL ME MORE ABOUT THE PART WHERE YOU SAID THAT YOU PLAYED DOCTORS,1
SO TELL ME MORE ABOUT THAT OBVIOUSLY I WASN'T THERE SO I'M NOT ENTIRELY SURE WHAT HAPPENED EXPLAIN TO ME WHAT HAPPENED WHEN YOU PLAYED DOCTORS,0
OKAY AND WHAT HAPPENED SO YOU MENTIONED THAT HE PULLS DOWN YOUR PANTS DOES HE TAKE ANY OTHER ITEMS OF CLOTHING OFF,1
WHAT OTHER TIMES,1
OKAY ALL RIGHT AND DOES ANYTHING ELSE OCCUR WHEN YOU'RE IN THE TUNNELS,1
NO OKAY YOU MENTIONED THE STICK CAN YOU SORRY DESCRIBE THE STICK FOR ME PLEASE,0
OKAY CAN YOU TELL ME SORRY TELL ME ANY MORE DETAIL ABOUT THAT,0
OKAY ABOUT HOW BIG IS THE STICK,1
WHAT HAVE YOU COME TO TALK TO ME ABOUT TODAY,1
YOUR STEPDAD,2
SO WHAT'S HIS NAME,1
STEPHEN SO WHAT WOULD YOU LIKE TO TELL ME ABOUT STEPHEN,1
PLAY GAMES WHAT SORT OF GAMES,1
DID YOU SAY SWIMMER BARBIE,2
THAT'S PRETTY GOOD AND THE TICKLING GAME WHICH GAME DO YOU LIKE THE BEST,1
OKAY AND WHAT DO YOU LIKE ABOUT THAT GAME,1
OKAY THAT IS FUN SO WHICH GAME DON'T YOU LIKE,1
WHAT DON'T YOU LIKE ABOUT THE TICKLING GAME,1
SO WHAT'S ANOTHER NAME FOR YOUR PRIVATES,1
SO HOW DOES HE JUST LET ME THINK SO WHAT PART OF HIS BODY DOES HE USE TO PLAY THE TICKLING GAME,1
FINGERS HOW MANY FINGERS DOES HE USE,1
AND HOW DO YOU FEEL WHEN HE PLAYS THAT TICKLING GAME WITH YOU,1
AND OTHER TIMES,1
AND WHAT DOES HE SAY WHILE HE'S PLAYING THE TICKLING GAME WITH YOU,1
AND DO YOU LIKE IT WHEN HE TICKLES YOUR TOES,1
SO WHAT DO YOU WEAR WHEN YOU'RE IN THE BATH PLAYING THE TICKLING GAME,1
AND WHAT DOES STEPHEN WEAR WHEN YOU PLAY THE TICKLING GAME,1
SO ARE YOU THE ONLY ONE IN THE BATH WHEN YOU'RE PLAYING THE GAME OR IS THERE OTHER PEOPLE,1
AND HOW ABOUT STEPHEN WHERE IS HE WHEN YOU'RE IN THE BATH,1
OKAY YOU'RE DOING A GREAT JOB THANK YOU FOR TELLING ME YOUR STORY SO HOW MANY TIMES DOES HE PLAY THE TICKLING GAME,1
WHAT DO YOU MEAN BY ALL THE TIME,1
AND HOW MANY TIMES A DAY DO YOU HAVE A BATH,1
SO WHO ELSE IS AT HOME WHEN YOU'RE PLAYING THE TICKLING GAME,1
SO WHEN YOU'RE JUST IN YOUR HOUSE HOW MANY PEOPLE LIVE THERE NORMALLY,1
AND WHO IS THAT,1
SO WHERE IS MUMMY WHEN YOU'RE HAVING A BATH WHEN STEPHEN HELPS,1
WHAT DO YOU SAY TO STEPHEN WHEN HE PLAYS THE TICKLING GAME TO YOU AND YOU DON'T LIKE IT,1
HOW LONG HAVE YOU KNOWN STEPHEN FOR,1
SO YOU SAID THIS HAPPENED ALL THE TIME LIKE STEPHEN BATHS YOU ALL THE TIME HOW OLD ARE YOU NOW DO YOU KNOW,1
HOW OLD ARE YOU,1
FIVE WOW AND CAN YOU REMEMBER HOW OLD YOU WERE WHEN YOU FIRST PLAYED THE TICKLING GAME,1
DO YOU THINK THAT MAYBE IT'S BEEN HAPPENING FOR A LONG TIME OR A LITTLE TIME OR YOU DON'T KNOW,1
A LONG TIME SO WHEN YOU SAY THAT HE TICKLES YOU IN YOUR PRIVATE PARTS AND YOU CALLED THAT YOUR WEE-WEE IS THERE ANYWHERE ELSE WHERE HE TICKLES YOU THAT YOU DON'T LIKE,1
OH THAT'S RIGHT I ALREADY ASKED YOU THAT QUESTION SORRY ABOUT THAT IT'S VERY IMPORTANT WHAT YOU SAY SO I WANT TO MAKE SURE THAT I CAN REMEMBER EVERYTHING YOU SAY SO I'M SORRY THAT I'VE HAD TO ASK YOU THAT ONE TWO TIMES SO I'M JUST TRYING TO THINK BECAUSE I WANT TO MAKE SURE THAT WE GET ALL THIS STORY RIGHT SO YOU SAID THAT YOU PLAY GAMES IN THE BATH AND THAT HE TICKLES YOU WITH ALL HIS FINGERS NOW DOES HE TELL ME ABOUT WHEN HE USES ALL HIS FINGERS IN YOUR WEE-WEE,0
JUST PUTS THEM ON THE OUTSIDE AND TICKLES AROUND,2
SO IS THERE ANYWHERE ELSE WHERE HE PUTS HIS FINGERS,1
AND HOW DOES THAT MAKE YOU FEEL,1
OKAY THANK YOU FOR TELLING ME YOUR STORY NOW I WASN'T THERE IN THE BATH WITH YOU SO CAN YOU TELL ME MORE ABOUT THE TIMES WHERE HE TICKLES YOU,1
AND SO LET'S JUST SAY THE VERY LAST TIME WHERE HE TICKLED YOU TELL ME ALL ABOUT THAT,0
OKAY SO HAVE YOU EVER TOLD ANYONE ABOUT YOU AND STEPHEN PLAYING THE TICKLING GAME,1
AND WHO HAVE YOU TOLD,1
AND SO WHEN DID YOU TELL TAMMY ABOUT THAT,1
IS THERE ANYONE ELSE THAT YOU TOLD ABOUT THAT,1
CHARLOTTE DO YOU HAVE ANY QUESTIONS FOR ME,1
NOW IF YOU WANT TO TALK TO ME ABOUT THIS ANYMORE IF YOU CAN REMEMBER MORE THINGS ABOUT THE GAME OR ABOUT OTHER GAMES THAT HE PLAYS WELL MAYBE WE CAN JUST QUICKLY TALK ABOUT THAT NOW HAS HE PLAYED ANY OTHER GAMES WITH YOU THAT'S NOT BEEN IN THE BATH,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
YOUR UNCLE,2
TELL ME EVERYTHING THAT HAPPENED WHEN THAT RUDE THING HAPPENED START REMEMBER I WASN'T THERE SO START FROM THE BEGINNING,0
HM-HM,2
WHAT HAPPENED THEN,0
HM-HM AND WHAT HAPPENED THEN,0
HM-HM AND WHAT HAPPENED AFTER THAT,0
SHOW YOU SOMETHING,2
HM-HM AND WHAT HAPPENED THEN,0
HM-HM,2
HM-HM WHAT HAPPENED THEN,0
HM-HM AND WHAT HAPPENED THEN,0
HM-HM AND WHAT HAPPENED AFTER THAT,0
HM-HM,2
HM-HM AND WHAT THEN,0
HM-HM,2
AND WHAT HAPPENED AFTER THAT,0
HM-HM,2
OKAY HARRY YOU SAID THAT THERE WERE RUDE PEOPLE ON THE SCREEN WITH UNCLE GEORGE TELL ME MORE ABOUT THE RUDE PEOPLE ON THE SCREEN NOW REMEMBER I WASN'T THERE SO START FROM THE BEGINNING AND TELL ME EVERYTHING,0
HM-HM THEY WERE NAKED,2
HM-HM AND WHAT ELSE HAPPENED,0
HM-HM,2
HM-HM AND HARRY YOU TOLD ME THAT UNCLE GEORGE TOLD YOU TO DO THE SAME TO HIM TELL ME A BIT MORE ABOUT THAT NOW REMEMBER AGAIN I WASN'T THERE SO JUST START FROM THE BEGINNING AND TELL ME EVERYTHING,0
HM-HM,2
AND THEN WHAT HAPPENED,0
AND THEN WHAT HAPPENED,0
HM-HM AND THEN WHAT HAPPENED AFTER THAT,0
HM-HM NOW HARRY HAS THIS HAPPENED JUST THIS ONE TIME OR MORE THAN ONE TIME,1
AND WHEN DID THIS HAPPEN,1
HM-HM,2
HM-HM ALL RIGHT HARRY THANK YOU FOR COMING IN TODAY AND LISTENING TO MY QUESTIONS IS THERE ANYTHING ELSE YOU WOULD LIKE TO TELL ME,1
NO IF YOU THINK OF SOMETHING LATER THAT YOU THINK I SHOULD KNOW JUST TELL YOUR MUM AND WE CAN ARRANGE FOR YOU TO COME AND TALK TO ME AGAIN OKAY,2
HM-HM OKAY,2
