Question,labels
I JUST WANTED TO LET YOU KNOW WHY I'M HERE TODAY AND SO I WANTED TO TALK TO YOU ABOUT SOMETHING THAT YOU SHARED WITH YOUR MUM ABOUT WHEN YOU STAYED AT THE FOSTER CARER'S HOME CAN YOU REMEMBER WHAT THAT IS,10
CAN YOU TELL ME A LITTLE BIT ABOUT WHAT YOU SAID,5
OKAY CAN YOU TELL ME WHAT YOU DIDN'T LIKE ABOUT IT,4
YEAH SO I'M LISTENING TO YOU AND I WONDERED WHAT THAT MIGHT BE,13
OKAY CAN YOU TELL ME A LITTLE BIT ABOUT THE RUDE THING,5
YEAH I'M LISTENING TO YOU SO YOU TELL ME EVERYTHING THAT HAPPENED THAT YOU CAN REMEMBER,0
HM-HM,13
OKAY AND CAN YOU TELL ME A LITTLE BIT MORE ABOUT WHAT WAS HAPPENING,5
YEAH SO I'M LISTENING TO YOU YOU TELL ME EVERYTHING THAT YOU CAN REMEMBER,0
OKAY AND CAN YOU TELL ME A BIT MORE ABOUT THE BED BOUNCING UP AND DOWN,5
YEAH WHAT WAS HAPPENING,4
OKAY AND CAN YOU REMEMBER ANYTHING ELSE,5
CAN YOU TELL ME A BIT ABOUT THAT,5
HM-HM,13
OKAY OKAY AND I'M WONDERING IF THERE WAS ANYTHING ELSE THAT YOU WANTED TO TELL ME ABOUT WHAT HAPPENED NEXT,5
OKAY THAT'S OKAY SOMETIMES IT'S HARD TO REMEMBER AND I REALLY APPRECIATE YOU SHARING WITH ME WHAT YOU HAVE MILLIE I'M JUST WONDERING BECAUSE I'VE JUST GOT SOME QUESTIONS ABOUT WHAT YOU SHARED WITH ME IS IT OKAY IF I ASK YOU SOME OF THOSE QUESTIONS,5
YEAH SO YOU TOLD ME ABOUT THE BED BOUNCING UP AND DOWN AND YOU TOLD ME THAT IT WAS BOUNCING UP AND DOWN BECAUSE OF SOMEONE CAN YOU JUST TELL ME WHAT THEIR NAME WAS,5
IT WAS CALLUM AND CAN YOU TELL ME WHO CALLUM IS,5
I'M LISTENING TO YOU,13
ONE OF THE CARERS AND CAN YOU TELL ME A LITTLE BIT ABOUT WHAT ELSE WAS HAPPENING IN THE ROOM WAS THERE ANYONE ELSE,5
SO IT WAS JUST YOU AND CALLUM,5
AND YOU TOLD ME THAT IT HURT YEAH,5
AND I'M REALLY SORRY THAT THAT'S HAPPENED YEAH AND DID YOU SPEAK TO ANYBODY ABOUT WHAT HAS HAPPENED,5
YEAH WHO DID YOU SPEAK TO,4
YOU SPOKE TO YOUR MUM CAN YOU REMEMBER WHEN YOU SPOKE TO MUM,5
YEAH WHEN WAS THAT,4
OKAY SO IT WAS THE NEXT DAY,5
OKAY OKAY AND CAN YOU REMEMBER WHAT HAPPENED BEFORE YOU TOLD MUM,5
YEAH CAN YOU TELL ME A BIT ABOUT THAT AS MUCH AS YOU CAN REMEMBER,5
OKAY AND CAN YOU REMEMBER ANYTHING THAT WAS HAPPENING WHEN YOU HAD BREAKFAST ANYTHING THAT WAS ON TV OR,5
OKAY AND I KNOW THIS MIGHT BE REALLY REALLY DIFFICULT BUT WHEN WE SPOKE ABOUT THE BED AND WITH CALLUM AND THAT HE PUT SOMETHING IN YOUR BOTTOM IS THAT RIGHT,5
I JUST WANT TO MAKE SURE THAT I'VE GOT THAT CORRECT AND THAT IT HURT CAN YOU REMEMBER ANY SOUNDS OR ANYTHING THAT HAPPENED DURING THAT TIME COULD YOU SEE ANYTHING,5
NO THAT'S OKAY THAT'S OKAY AND I'M JUST WONDERING BEFORE THIS HAPPENED CAN YOU JUST TELL ME A LITTLE BIT ABOUT BEFORE YOU WENT TO BED,5
HM-HM,13
OKAY AND CAN YOU TELL ME ABOUT BEDTIME HOW THAT HAPPENED,5
YEAH WHAT HAPPENED,4
HM-HM,13
OKAY AND CAN I JUST ASK WHEN YOU GOT INTO BED WHAT HAPPENED NEXT,1
HM-HM,13
OKAY OKAY MILLIE I'M JUST THINKING ABOUT SOME OF THE THINGS THAT YOU'VE SAID YEAH AND THERE ARE SOME THINGS THAT YOU'VE TOLD ME TODAY THAT I DO NEED TO SPEAK TO SOMEONE ELSE BECAUSE I AM WORRIED ABOUT YOU AND I THINK WHAT YOU'VE SHARED WITH ME IS REALLY IMPORTANT AND I WANT TO BE ABLE TO MAKE SURE THAT YOU'RE SAFE DO YOU KNOW WHAT SAFETY MEANS,5
YEAH CAN YOU TELL ME ABOUT WHAT SAFETY MEANS,5
OKAY AND DO YOU UNDERSTAND WHY I NEED TO SPEAK TO SOMEONE ABOUT WHAT YOU'VE SAID,5
CAN YOU TELL ME WHY,5
OKAY IT'S JUST BECAUSE WHAT YOU'VE SAID TO ME IS REALLY IMPORTANT AND IT'S REALLY IMPORTANT THAT WHEN CHILDREN TELL US THINGS PARTICULARLY WHEN THEY'RE FEELING HURT THAT WE SPEAK TO SOMEBODY ABOUT THAT YEAH,5
AND WHAT WILL HAPPEN IS IT MIGHT BE THAT I NEED TO SPEAK TO YOU AGAIN OKAY BECAUSE I MIGHT HAVE SOME THINGS THAT I NEED TO ASK YOU DOES THAT SOUND OKAY,5
YEAH SO I'M GOING TO LEAVE THE ROOM NOW ALL RIGHT AND I'M JUST GOING TO GO AND SPEAK TO SOMEONE REALLY QUICKLY AND THEN I'LL COME BACK TO YOU DOES THAT SOUND OKAY WOULD YOU LIKE ME TO LEAVE THE DOOR OPEN OR CLOSED,6
OKAY WOULD YOU PREFER ME TO LEAVE IT OPEN SO THAT YOU CAN SEE WHERE I'M GOING,5
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY CAN YOU TELL ME MORE ABOUT WHAT HAPPENED WITH JANET'S GRANDFATHER,5
I HEARD SOMETHING HAPPENED WHEN YOU WERE AT JANET'S HOUSE LAST TIME,10
CAN YOU TELL ME ANYTHING ABOUT WHAT HAPPENED WHEN YOU WERE AT JANET'S HOUSE LAST TIME,5
I HEARD SOMETHING HAPPENED WHERE JANET'S GRANDFATHER TOUCHED YOU ON YOUR GIRLIE BITS,7
IN THE SPA OKAY CAN YOU TELL ME WHAT HAPPENED WHEN YOU WERE IN THE SPA,5
WHAT HAPPENED THERE,4
YEAH,13
HM-HM,13
OKAY SO YOU WERE PLAYING UNDER THE SPRINKLER AND WAS THAT WITH JANET,13
AND WHAT HAPPENED NEXT,1
OKAY AND WHAT HAPPENED AFTER THAT,1
OKAY SO HE ASKED YOU IF YOU WANTED TO GO INTO THE SPA AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM,13
OKAY SO WHAT HAPPENED AFTER YOU WENT INTO THE SPA WITH JANET AND HER GRANDFATHER,1
HM-HM,13
HM-HM AND WHAT HAPPENED AFTER THAT,1
OKAY AND WAS THAT JANET'S GRANDFATHER'S HAND BECAUSE JANET'S HANDS WERE SPLASHING ON TOP OF THE WATER,8
OKAY SO WHAT HAPPENED AFTER YOU FELT A HAND ON YOUR GIRLIE BITS,1
AND WHAT HAPPENED AFTER YOU MOVED AWAY,1
HM-HM AND WHAT DID JANET SAY,4
OKAY YEAH SO YOU MADE SOME FAIRY BREAD AND DID JANET'S GRANDFATHER COME IN OR WHERE WAS HE,6
OKAY SO WAS HE STILL OUTSIDE,5
OKAY AND SO AFTER YOU MADE FAIRY BREAD WITH JANET WHAT DID YOU DO,1
OKAY SO MUM CAME AND PICKED YOU UP AND WHAT HAPPENED AFTER THAT,1
OKAY SO WHEN YOU WENT HOME IN THE CAR WAS IT IN THE CAR THAT YOU TOLD YOUR MUM WHAT HAD HAPPENED,8
OKAY SO WHEN WAS IT THAT YOU TOLD MUM ABOUT WHAT HAD HAPPENED,4
OKAY SO YOU TOLD HER BEFORE BEDTIME WHAT HAD HAPPENED AT JANET'S HOUSE,13
HM-HM OKAY AND WAS IT AFTER THAT THAT YOU GUYS DECIDED TO COME AND TALK TO SOMEBODY ELSE ABOUT WHAT HAPPENS,5
HILARY TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT JANET'S HOUSE,13
TELL ME ABOUT JANET'S HOUSE,3
HM-HM,13
OKAY YOU DON'T WANT TO GO ANYMORE WHY DON'T YOU WANT TO GO ANYMORE,4
OH WHY DON'T YOU LIKE HER POP,4
WHY IS HE MEAN,12
TELL ME ABOUT THE RUDE THING,3
OKAY YOU DON'T LIKE IT AND THEN WHAT HAPPENED AFTER HE DOES THE RUDE THING,1
HM-HM,13
HM-HM OKAY AND THEN WHAT HAPPENED,1
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
OKAY SO JANET CAN YOU SORRY HILARY I GOT YOUR NAME WRONG HILARY CAN YOU TELL ME ABOUT JANET'S POP WHEN YOU GO OVER TO JANET'S HOUSE IS IT JUST POP THERE OR IS THERE ANYONE ELSE THERE,6
JUST POP OKAY AND IS JANET THERE,5
OKAY AND WHEREABOUTS IN JANET'S HOUSE DO YOU GO,4
HM-HM,13
HM-HM IS POP ALWAYS THERE,5
HM-HM AND DOES ANYBODY ELSE LIVE THERE,5
OKAY SO JANET I'D LIKE YOU TO TELL ME ABOUT SORRY HILARY I'd LIKE YOU TO TELL ME ABOUT WHAT HAPPENS WHEN POP DOES RUDE STUFF CAN YOU TELL ME MORE ABOUT THAT,5
I'D LIKE YOU TO TELL ME ABOUT THE RUDE STUFF THAT POP DOES WHERE ARE YOU WHEN POP DOES THE RUDE STUFF,4
IN THE POOL OKAY AND CAN YOU TELL ME EVERYTHING THAT HAPPENED FROM THE VERY START TO THE VERY END WHEN POP DOES THE RUDE STUFF,2
WHAT HAPPENED I'D LIKE YOU TO TELL ME THE WHOLE STORY FROM THE VERY BEGINNING WHEN POP DOES THE RUDE STUFF,0
HM-HM,13
HM-HM,13
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM AND THEN WHAT HAPPENED,1
HM-HM,13
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM,13
HM-HM ON YOUR PRIVATE OKAY AND THEN WHAT HAPPENED,1
HM-HM,13
HM-HM AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM,13
HM-HM AND SO HILARY WHEN YOU WERE IN THE POOL AND YOU WERE SPLASHING AROUND AND IT WAS YOU AND JANET AND POP IN THE POOL IS THAT RIGHT,5
HM-HM AND DO YOU REMEMBER WHOSE HAND TOUCHED YOU ON THE PRIVATES,5
YOU KNOW IT WAS POP HOW DID YOU KNOW IT WAS POP,4
HM-HM OKAY AND HILARY IS THIS THE FIRST TIME THAT YOU FELT POP'S HAND ON YOUR PRIVATES OR HAS IT HAPPENED ANY OTHER TIME,6
THE FIRST TIME OKAY AND WHAT HAPPENED WHEN POP PUT HIS HAND ON YOUR PRIVATES WHAT DID IT FEEL LIKE,4
HM-HM,13
IT WAS ON TOP OF YOUR BATHERS HM-HM AND WHAT DID POP DO WITH HIS HAND WHEN IT WAS ON TOP OF YOUR BATHERS,4
HM-HM GRABBED ON HARD AND THEN WHAT HAPPENED AFTER THAT,1
OKAY AND THEN WHAT HAPPENED,1
HM-HM OKAY AND THAT'S WHEN YOU WENT INSIDE,8
AND WHERE WAS POP WHEN YOU WENT INSIDE,4
OKAY OKAY AND HILARY WHERE WAS JANET WHEN POP TOUCHED YOUR PRIVATES,4
OKAY AND DID JANET SEE POP TOUCH YOUR PRIVATES,5
OKAY AND HAS THERE EVER BEEN ANY OTHER TIME SORRY HAS POP TOUCHED YOUR PRIVATE ONE TIME OR HAS HE TOUCHED YOUR PRIVATE MORE THAN ONE TIME,5
ONE TIME OKAY AND HAS JANET EVER TOLD YOU ABOUT POP TOUCHING PRIVATES,5
NO OKAY SO HILARY HAVE YOU BEEN OVER TO JANET'S HOUSE AGAIN,5
SINCE POP TOUCHED YOUR PRIVATES NO OKAY,13
CAN TELL ME ABUOT THAT GAME,5
YEAH TELL ME MORE ABOUT THAT GAME,3
OKAY OKAY AND TELL ME WHAT HAPPENS WHEN YOU'RE IN THE TUNNEL,2
OH OKAY AND WHAT ELSE DOES HE WHAT ELSE HAPPENS IN THE TUNNEL,1
TELL ME MORE ABOUT THAT ISABELLE,2
DIDN'T LIKE IT AND WHAT HAPPENED NEXT WHAT HAPPENS AFTER HE DOES THAT,1
OKAY TELL ME HOW MANY TIMES DOES HE PLAY THAT GAME IN THE TUNNEL,4
LOTS OF TIMES WHEN WAS THE LAST TIME YOU PLAYED THAT GAME,4
WHEN WAS THAT,4
YOU CAN'T REMEMBER OKAY CAN YOU I'LL JUST ASK YOU SOME MORE QUESTIONS ABOUT THE GAME IN THE TUNNEL CAN YOU TELL ME MORE ABOUT THE STICK,5
WHERE DID HE GET THE STICK FROM,4
OH OKAY AND CAN YOU TELL TELL ME WHAT YOUR BROTHER DOES HE TALK TO YOU DOES HE SAY ANYTHING,5
NO OKAY DID YOU DO YOU SAY ANYTHING TO HIM WHEN HE'S DOING THAT,5
NO OKAY WHY IS THAT CAN YOU EXPLAIN WHY HE DIDN'T SAY ANYTHING,12
YOU JUST DIDN'T OKAY ISABELLE TELL ME MORE CAN YOU DESCRIBE TO ME WHAT WITH THE STICK CAN YOU DESCRIBE TO ME WHAT ELSE HE DID OR WHAT HE DID WITH THE STICK,5
YEAH CAN YOU TELL ME MORE ABOUT THAT,5
YEAH WHAT ELSE HAPPENED DESCRIBE TO ME MORE ABOUT THAT,2
OKAY AND THEN WHAT DID HE DO AFTER THAT,1
OH OKAY AND THEN WHAT HAPPENED AFTER THAT,1
HM-HM,13
YEAH TELL ME MORE ABOUT WHAT YOU DID WHEN YOU GOT HOME,2
YOU PLAYED IN YOUR ROOM,13
ISABELLE WHEN YOU WERE RIDING HOME TELL ME MORE ABOUT OR TELL ME HOW YOU FELT WHEN YOU WERE RIDING HOME,4
TELL ME MORE ABOUT THAT WHEN YOU GOT HOME AND YOU SAID YOU PLAYED IN YOUR ROOM WAS IT STILL SORE,5
YEAH SO WAS THAT WHO ELSE WAS AT HOME WHEN YOU GOT HOME,4
MUM WAS HOME AND DID YOU GO STRAIGHT INTO YOUR ROOM WHEN YOU GOT HOME,5
YEAH AND HOW LONG WERE YOU PLAYING IN YOUR ROOM FOR,4
NOW ISABELLE I'M JUST GOING TO ASK YOU MORE QUESTIONS ABOUT YOUR BROTHER YOU SAID THAT HE'S DONE THIS YOU PLAYED THIS GAME LOTS OF TIMES WITH HIM HAS HE EVER TALKED TO YOU ABOUT WHAT HE DOES,5
NO DOES HE SAY ANYTHING ELSE TO YOU WHILE HE'S IN THE TUNNEL,5
HI JESSICA TELL ME ABOUT WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT THE BAD MAN WHO'S THE BAD MAN,4
HE WAS AT KMART AND WHAT HAPPENED AT KMART WITH THE BAD MAN,4
HE TOUCHED YOU IN PLACES THAT HE SHOULDN'T I WASN'T AT KMART CAN YOU START FROM THE BEGINNING AND TELL ME EVERYTHING THAT HAPPENED AT KMART WITH THE BAD MAN,5
YEAH START FROM THE BEGINNING AND TELL ME ALL ABOUT IT,2
YEAH YOU WENT TO KMART WITH MUM AND YOUR BROTHER,13
YEAH AND WHAT HAPPENED THEN,1
YEAH AND SO WHAT HAPPENED WHEN YOU WENT TO THE TOILET,2
YEAH AND WHAT HAPPENED WHEN YOU WENT TO THE TOILET,7
AND THE BAD MAN WHAT DID THE BAD MAN DO,4
AND DID YOU KNOW THE BAD MAN,5
NO AND WHAT HOW DID THE BAD MAN HELP YOU WIPE,4
HE JUST DID YEAH AND SO WHAT HAPPENED AFTER THE BAD MAN HELPED YOU WIPE,1
OKAY TELL ME WHAT HAPPENED ONCE HE RAN AWAY,2
A LADY IN THE TOILET AND WHAT DID THE LADY DO,4
AND WHAT DID YOU SAY TO THE LADY,4
OKAY AND WHEN YOU SAW MUM WHAT DID YOU TELL HER,4
NOTHING NOTHING AND HAVE YOU TOLD MUM ABOUT THE BAD MAN,5
YEAH WHEN DID YOU TELL MUM ABOUT THE BAD MAN,4
AT NIGHT-TIME AND WHAT DID YOU TELL MUM,4
YEAH AND WHAT DID MUM SAY,4
YEAH AND IS THERE ANYTHING ELSE THAT YOU THINK THAT YOU WANT TO TELL ME ABOUT THE MAN,5
YOU DON'T KNOW ALL RIGHT THAT'S EVERYTHING MAYBE I STOP NOW,13
DO YOU KNOW WHY YOU ARE HERE,5
OKAY CAN YOU TELL ME WHY YOU ARE HERE WHY YOU HAVE COME TO SEE ME,5
Y YOU COME HERE TO TALK TO ME ABOUT TODAY,4
OKAY TELL ME MORE,1
IS THERE ANYTHING ELSE YOU WANT TO TELL ME,5
WHAT DID HE SAY WHEN THAT HAPPENED,4
HAS ANYONE HAS HE EVER DONE IT BEFORE OR THIS WAS THE FIRST TIME,6
THEN WHAT HAPPENED,1
WAS THERE ANYONE ELSE WITH YOU IN THE ROOM OR WHERE YOU ALONE,6
AND WHAT JANET DID,4
SHE DIDN'T SEE AND DO YOU TELL SOMEONE WHEN ABOUT THE INCIDENT,5
WHO DID YOU TALK TO,4
AND WHAT MUM SAID,4
OKAY THANKS SO MUCH FOR THAT WHEN YOUR FRIEND'S GRANDPA TOUCHED YOU DID HE TELL YOU NOT TO TELL ANYONE,5
SHOW ME WHERE DID HE TOUCH YOU,4
ON PRIVATE OKAY SO LET ME JANET HAS ANYONE EVER TALKED TO YOU THAT IF SOMEBODY TOUCH YOUR PRIVATE PART YOU SHOULD TALK TO MUM AND DAD OR TELL SOMEONE,5
OKAY SO YOU KNOW THAT,5
OKAY DID YOUR FRIEND'S GRANDPA TELL YOU TO KEEP IT A SECRET,5
WHAT DID WHEN HE TOUCHED TELL ME EXACTLY WHAT WAS HE DOING WITH HIS HAND WHEN HE TOUCH YOU,3
OKAY SORRY TO HEAR THAT AND DID HE USE ANY CREAM OR DID HE TELL YOU TO DO A CERTAIN THING WHILE HE TOUCH YOU,5
HE DIDN'T AND WHAT WERE YOU DOING WHEN HE TOUCHED YOU,4
IN THE BATH,5
YOU WERE HAVING A BATH,5
I KNOW SO THAT MEANS YOUR CLOTHES WERE OFF,8
OKAY DID HE USE DID HE HAVE ANY OTHER THINGS IN HIS HAND LIKE LOTION OR CREAM,5
NO OR DID HE TELL YOU TO DO SOMETHING WHILE HE WAS TOUCHING YOU,5
DO YOU THINK THAT IT WAS AN ACCIDENT OR HE JUST WANTED TO HE DID IT INTENTIONAL,6
HE DID IT ON PURPOSE,13
OKAY SO DID YOU SEE THE REACTION ON HIS FACE WHEN HE TOUCH YOU DID HE APOLOGISE OR WAS HE JUST ENJOYING HIMSELF,12
YOU DON'T KNOW WHAT WAS HIS REACTION WHEN YOU LEFT THE ROOM DID HE COME TO APOLOGISE OR DID HE SAY ANYTHING OR HE JUST KEPT QUIET,6
NOTHING HE DIDN'T TALK TO YOU AT ALL,5
SO HAS ANYONE TOLD YOU THAT IF SOMEBODY OR ANYONE TOUCH YOUR PRIVATE PARTS YOU HAVE TO TELL ADULT,7
WHO TOLD YOU THAT,4
OKAY YOU CAN'T REMEMBER WHEN YOU GO TO YOUR FRIEND'S HOUSE CAN YOU SEE PEOPLE WATCHING OR GOING THROUGH MAGAZINES OR WATCHING A MOVIE VIDEOS OR TALKING ABOUT RUDE STUFF,11
YOU HAVEN'T SEEN IT,5
AND YOU HAVEN'T SEEN YOUR FRIEND'S GRANDPA TALKING ABOUT THOSE THINGS,8
SO WHEN YOUR FRIEND'S GRANDFATHER TOUCHED YOU HOW DID YOU FEEL,4
YEAH AND DID YOU TELL HIM TO STOP,5
OKAY I THINK I'VE COME UP WITH THE QUESTIONS WHICH I WAS GOING TO ASK THE LAST ONE I ASK YOU IS CAN YOU POINT THE AREA WHICH HE TOUCHED YOU,5
YES THANKS THE OTHER QUESTION FOR THE LAST ONE WAS ARE YOU ANGRY BECAUSE HE TOUCHED YOU,5
WHY DO YOU THINK SO,4
YOU DON'T THINK IT WAS HE WASN'T SUPPOSED TO TOUCH YOUR PRIVATE PART,8
SO YOU ARE NOT ANGRY,7
NO OKAY JANET THANKS SO MUCH FOR THE INFORMATION WHICH YOU HAVE GIVEN ME BECAUSE ALSO YOUR MUM TOLD ME ABOUT YOUR UNCLE SAM ABOUT THE SITUATION WHAT HAPPENED,10
AND WHAT I'LL DO WE'LL DO SOME EXAMINATION WITH THE DOCTOR TO SEE IF THERE IS ANYTHING WRONG AND WE CAN PROVIDE YOU MORE ASSISTANCE AND MORE SUPPORT I'LL STOP THERE,13
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
OKAY TELL ME ALL ABOUT YOUR COUSIN,3
HM-HM,13
WHAT ELSE,1
HM TELL ME MORE ABOUT WHAT HAPPENED,1
HM-HM,13
OKAY I WASN'T THERE WHEN YOU GOT HOME FROM SCHOOL WITH YOUR COUSIN SO TELL ME ALL ABOUT WHAT HAPPENED IN AS MUCH DETAIL AS YOU CAN,2
HM,13
HM-HM,13
WHAT HAPPENED THEN,1
HM,13
WHAT ELSE HAPPENED,1
WHAT ELSE HAPPENED,1
HM,13
WHAT HAPPENED THEN,1
HM-HM,13
WHAT HAPPENED THEN,1
HM,13
SO TELL ME MORE ABOUT THE PART WHERE YOUR COUSIN WAS HURTING YOU,2
HM,13
HM-HM AND WHAT ELSE HAPPENED,1
SORRY COULD YOU REPEAT THAT,13
HM,13
WHAT ELSE HAPPENED,1
HM,13
WHAT HAPPENED THEN,1
WHAT HAPPENED WHEN HE GOT THE STICK AND WAS HURTING YOUR BACK,4
HM,13
HM,13
WHAT HAPPENED THEN,1
HM,13
THEN WHAT HAPPENED,1
HM,13
TELL ME MORE ABOUT THE PART WHERE YOU SAW BLOOD ON THE STICK,2
HM,13
HM,13
WHAT HAPPENED THEN,1
HM,13
THEN WHAT HAPPENED,1
HM,13
TELL ME MORE ABOUT THE PART WHEN IT WENT DARK,2
HM,13
WHAT HAPPENED THEN,1
HM,13
TELL ME MORE ABOUT THE PART WHEN YOU WERE SCARED TO GO OUTSIDE,2
HM,13
TELL ME MORE ABOUT THE PART WHERE HE SAID MEAN THINGS,2
HM,13
WHAT ELSE HAPPENED,1
AND THEN YOU WAITED UNTIL MUM CAME HOME,5
WHAT HAPPENED WHEN MUMMY CAME HOME,4
HM THEN WHAT HAPPENED,1
HM-HM,13
HM WHAT HAPPENED THEN,1
HM,13
THEN WHAT HAPPENED,1
HM,13
WHAT ELSE HAPPENED,1
TELL ME WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
WHO IS MR MATTHEWS,4
HE'S YOUR TEACHER HOW LONG AS HE BEEN YOUR TEACHER,4
A LONG TIME WHAT YEAR ARE YOU IN,4
YEAR 1 IS THIS THE SAME SCHOOL YOU'VE BEEN GOING TO SINCE YOU STARTED,8
YES WHAT DID YOU WANT TO TELL ME ABOUT MR MATTHEWS,4
PLAY A YUCKY GAME,13
THERE ARE LOTS OF DIFFERENT KINDS OF YUCKY GAMES WHAT'S YOUR YUCKY GAME INVOLVE,4
OH YOU'RE THE ART MONITOR HOW MANY ART MONITORS IN YOUR CLASS,4
YOU'RE THE ONLY ART MONITOR,5
DOES THE ART MONITOR HAVE TO DO ANYTHING ELSE,5
DOES ANYONE HELP YOU CLEAN UP,5
WHAT'S HIS JOB WHEN HE CLEANS UP,4
ARE YOU THE ONLY TWO PEOPLE IN THE CUPBOARD,5
AND THAT'S WHERE YOU PLAY THE YUCKY GAME SO MR MATTHEWS AND YOU CLEAN UP THE PAINTS AND THEN HE FOLLOWS YOU INTO THE CUPBOARD AND THAT'S WHERE THE YUCKY GAME HAPPENS IS THAT RIGHT,5
ARE THERE RULES FOR THE YUCKY GAME,5
WHAT ARE THE RULES,4
YEAH,13
AND HE PULLS HIS PANTS DOWN,13
THEN HE SHOWS YOU HIS DOODLE DO YOU HAVE TO PULL YOUR PANTS DOWN,5
WHAT HAPPENS WHEN YOU PULL YOUR PANTS DOWN,4
WHAT HAPPENS THEN,1
OKAY HOW MANY TIMES HAVE YOU PLAYED THIS GAME IN THE CUPBOARD,4
A FEW TIMES IS IT ALWAYS THE SAME,5
NO ARE THERE DIFFERENT RULES ON OTHER TIMES,5
YEAH CAN YOU THINK OF SOME OF THE DIFFERENT RULES,5
YEAH WHAT ARE THEY,4
HAS MR MATTHEWS EVER TOUCHED YOU ON YOUR WEE-WEE,5
DOES THIS HAPPEN EVERY TIME YOU PLAY THE GAME,5
NO ARE THERE OTHER RULES FOR OTHER TIMES YOU CAN REMEMBER,7
NO WHO ELSE KNOWS ABOUT THE GAME THAT YOU PLAY WITH MR MATTHEWS,4
WHAT DOES HE SAY,4
DOES HE KNOW THE RULES,5
NO DO YOU HAVE TO PLAY THESE GAMES WITH ANYBODY ELSE,5
NO CAN YOU THINK HOW MANY TIMES YOU'VE PLAYED THE YUCKY GAME,5
LOTS OF TIMES DO OTHER KIDS PLAY YUCKY GAMES WITH THEIR TEACHERS,12
LET ME CHECK SO YOU'VE GOT THE ART MONITOR JOB AFTER SCHOOL AND MR MATTHEWS FOLLOWS YOU AND THEN THAT'S WHEN HE FOLLOWS YOU INTO THE CUPBOARD AND MAKES YOU PLAY THE YUCKY GAMES AND WHEN YOU PLAY THE YUCKY GAMES IT'S ALWAYS MR MATTHEWS' TURN TO GO FIRST AND HE PULLS HIS PANTS DOWN AND YOU SEE HIS DOODLE AND THEN YOU PULL YOUR PANTS DOWN AND HE SEES YOUR WEE-WEE IS THAT RIGHT,5
YEAH DOES MR MATTHEWS SOMETIMES TOUCH YOUR WEE-WEE,5
YES DOES HE SOMETIMES USE ANYTHING ELSE TO TOUCH YOUR WEE-WEE,5
NO DOES IT HURT SOMETIMES,5
DOES HE MAKE YOU TOUCH HIS DOODLE ALL THE TIME,5
DO YOU HAVE TO DO ANYTHING ELSE WITH HIS DOODLE DURING THE GAME,5
NO AND YOU MENTIONED THAT YOU'VE TOLD DAD ABOUT THIS,5
IS THERE ANY OTHER TEACHERS KNOW ABOUT THE YUCKY GAME,5
OKAY THANK YOU SO MUCH LUCY I'LL MAKE SURE THAT WE TALK TO VERY SPECIAL CARING PEOPLE ABOUT THIS YUCKY GAME BECAUSE YOU SHOULDN'T HAVE TO PLAY IT ANYMORE,13
MILLIE TELL ME ABOUT WHAT YOU'VE COME HERE TO TALK TO ME ABOUT TODAY,0
ABOUT CALLUM,13
WHO'S CALLUM,4
CALLUM'S YOUR COUSIN OKAY WHAT HAPPENED WITH CALLUM,4
OKAY SO MILLIE I HAVEN'T BEEN TO CALLUM'S HOUSE AND I'VE NEVER BEEN THERE SO I DON'T KNOW WHAT HAPPENED THERE TELL ME EVERYTHING THAT HAPPENED WHEN YOU WENT TO CALLUM'S HOUSE START AT THE BEGINNING,0
HM-HM,13
YOU GOT TO HAVE ICE CREAM,13
OKAY WHAT ELSE HAPPENED AT CALLUM'S HOUSE,1
HM-HM,13
OKAY AND WHAT HAPPENED AFTER THAT,1
YOU WENT TO SLEEP,13
HM-HM SO TELL ME MORE ABOUT WHAT HAPPENED WHEN YOU WENT TO CALLUM'S HOUSE FOR A SLEEPOVER,2
HE DID A NAUGHTY THING,13
OKAY TELL ME MORE ABOUT THE NAUGHTY THING,3
HM-HM,13
HM-HM,13
AND THEN YOU SORRY I DIDN'T HEAR THAT LAST BIT,13
YOU SAW THE DIRTY SPOT TELL ME ALL ABOUT THE PART WHERE CALLUM DID THE NAUGHTY THING,2
HM-HM,13
HM-HM,13
HM-HM SO WHERE YOU SAY YOU SAW THE DIRTY SPOT TELL ME ABOUT THE DIRTY SPOT,3
OKAY WHEREABOUTS IS THE DIRTY SPOT,4
OKAY SO CALLUM WOKE YOU UP WITH THE HARD THING IN PLACES THAT HE SHOULDN'T IT REALLY HURT YOU AND YOU SAW THE DIRTY SPOT WHICH IS THE PART THAT BOYS HAVE AND GIRLS DON'T NEAR HIS LEG AND IT REALLY HURT YOU IS THAT RIGHT,5
