Question,Label
"Can you describe what occurred after that?",0
"What occurred after you began to cry?",0
"Could you share more details about when things began and the individuals who were unkind?",0
"CAN YOU DESCRIBE WHAT YOU SAW WHEN THEY HAD NO CLOTHES ON?",0
"Can you describe what happened during that time?",0
"What happened after that?",0
"Can you tell me what happened next?",0
"Can you describe what happened after that?",0
"Can you describe what happened next?",0
"Can you describe what happened next?",0
"Can you describe what happened after that?",0
"Can you describe what took place next?",0
"Can you describe what occurred next?",0
"Can you start from the beginning and tell me what you talked about with them?",0
"Could you begin by describing what happened from the start?",0
"What would you like to discuss with me today?",0
"Could you describe what happened after he inserted something into your bottom, sweetheart?",0
"Can you describe what happened afterwards?",0
"Could you describe everything that happened after the long part?",0
"Could you continue and describe what happened afterward?",0
"What would you like to share with me about your day, Isabelle?",0
"Could you start from the beginning and tell me what occurred that led to your bottom becoming sore?",0
"Thank you for sharing, Isabelle. Could you please describe everything that occurred the last time you went to the park with your brother? Start from the beginning and include even the smallest details.",0
"Could you describe all the details of the game you played with the doctor?",0
"Can you describe what goes on when you and Johnny play this doctors game?",0
"Could you describe what other things occur?",0
"Could you describe what occurs when he takes your temperature and it causes you pain?",0
"What can you share with me about everything that occurred just before you entered the tunnel?",0
"What happened after you were playing on the see-saw?",0
"Could you describe in detail what occurred when Johnny put a stick in your bottom?",0
"Can you describe what happens after that?",0
"ALRIGHT, AFTER HE TAKES YOUR PANTS DOWN AND INSERTS THE STICK, CAN YOU TELL ME WHAT HAPPENS NEXT SO I CAN FULLY COMPREHEND YOUR EXPERIENCE, ISABELLE?",0
"Can you describe what occurred after Johnny asked you to keep it a secret?",0
"Can you describe what activities you and your family engaged in once you arrived home?",0
"Could you describe everything about your brother Johnny?",0
"What are some of the positive things you can share about Johnny?",0
"Alright, so after you were playing with your Barbie on your own, what happened next?",0
"Can you describe what else occurs when you're at the park?",0
"Can you describe what occurred when he used the stick to examine your bones?",0
"Can you explain what occurred next?",0
"Can you share what you said to her?",0
"Can you explain why you decided not to tell anyone what you mentioned earlier?",0
"Can you describe why you mentioned to the interviewer that your dad, the defendant, touched you inappropriately?",0
"Can you explain why?",0
"What emotions were you experiencing when she was questioning you?",0
"Could you tell me which brothers you are referring to?",0
"Could you go back and describe where you were living around December 2016?",0
"Can you describe what you noticed when you first opened your eyes?",0
"Can you describe how you figured out it was a male?",0
"Could you tell me what shows you enjoy watching on television?",0
"Can you describe how much time you spent crying upstairs?",0
"Could you describe the types of pictures he captured?",0
"How do the two things vary from each other?",0
"Can you describe the place where you took a seat?",0
"Can you explain who you meant when you mentioned Eddie?",0
"Can you describe exactly where you mean when you say private part on your body?",0
"How would you describe how you got along with Frankie?",0
"What can you tell me about the T-shirt and pants you had on?",0
"Could you describe which breast was touched, or were both involved?",0
"Can you describe the way you went from the sidewalk by Red Buffalo to your apartment?",0
"Can you describe the location where the touching occurred?",0
"Can you tell me how many fingers he used when you were sitting on the couch and he put his finger inside your vagina?",0
"Who was the first to talk when you were in the room?",0
"Could you describe where Sam was while your mother was taking a shower?",0
"Can you tell me what she was called?",0
"Could you explain why you responded affirmatively?",0
"Could you describe which pieces of clothing he removed?",0
"What actions did you take once you were back in the car?",0
"Can you describe what happened when she was with him?",0
"CAN YOU DESCRIBE WHERE YOUR MOTHER WAS SITTING WHEN LAZARO FIRST CLIMBED INTO THE BED?",0
"Can you describe how much time you spent in the living room on that day?",0
"Can you describe the kind of place you relocated to in Concord?",0
"Can you explain the reason behind it?",0
"When exactly did you decide to close your eyes?",0
"Can you tell me more about how it occurred?",0
"How often do you recall saying no to him?",0
"Can you describe the usual notes you sing?",0
"Can you describe the number of bedrooms it has?",0
"Can you describe your current feelings about that situation?",0
"Could you tell me which school you attend?",0
"Who was with you when you got home?",0
"Can you explain how you recognized the voice as Mr. Manila's?",0
"Could you describe which hand he used?",0
"Could you tell me which grade you are in?",0
"Could you describe what you were hoping to do?",0
"Can you describe where she was located?",0
"Can you describe who that person is?",0
"How did you feel about everything that happened?",0
"What makes you identify this as the basement of the Scotts Valley house?",0
"What activities did you engage in when you went out late?",0
"What makes you feel unsure about trusting others?",0
"Could you describe the place where you spoke to your mom?",0
"How would you explain what your relationship with Jane Doe was like back then?",0
"Could you describe what happened then?",0
"What are the signs that help you identify it?",0
"Could you describe the months you think of when you say it feels more like summer?",0
"What was your morning like when you woke up?",0
"Could you explain to me where you mentioned Mayra?",0
"Could you describe who instructed you to enter the room for a conversation?",0
"What were you given?",0
"What was providing light in the room?",0
"Can you tell me the names of those involved?",0
"Can you describe which room you entered after you went back inside?",0
"Can you describe what he used to take pictures of you? Was it a phone or a camera, or something else?",0
"Could you describe what you were engaged in during that time?",0
"Could you tell me your father's name?",0
"Could you please share with me the date of your birthday?",0
"Can you explain the reason behind that?",0
"Could you share everything you wrote or mentioned in the message to your closest friend?",0
"What makes you think it was him?",0
"Can you explain how the discussion started?",0
"Could you explain what stands out to you about the time when your mom was in the shower?",0
"Can you describe what happened when you returned to the house?",0
"Could you explain who you meant when you talked about someone touching your chest?",0
"How did you feel during that moment?",0
"Could you describe what actions he took with the blanket after he returned to the dude room?",0
"Can you share more details about that specific memory with me?",0
"Can you describe your feelings about that?",0
"Can you describe it for me?",0
"What happened immediately after the defendant finished putting his penis in your butt?",0
"Can you describe who you think might have written that?",0
"Could you describe when it all began?",0
"Can you explain how you arrived there?",0
"Could you describe everything that took place?",0
"Could you describe what conversation you had with her once you arrived at the park?",0
"Can you tell me who that person is?",0
"What was happening while he was touching your private area?",0
"When you mentioned 'on one side,' can you describe what was located on the opposite side if fish were on one side?",0
"How did you initially get to know Daniel?",0
"What kind of consequences did you face at that time?",0
"Can you describe the person?",0
"Can you describe what actions the defendant took following that?",0
"What actions did he take?",0
"Could you describe what he was up to?",0
"Could you tell me the name of that school?",0
"Could you describe the spot where the video camera was placed?",0
"Could you describe what we are observing here?",0
"Can you describe the number of beds present in that studio apartment?",0
"When you mention being aware of what was happening, could you explain what you mean?",0
"When you headed upstairs, can you describe how many of your cousins were there?",0
"Can you share how many years you have been alive, young man?",0
"When did you receive these messages?",0
"Who was the one to start the kiss?",0
"Could you describe how often you stayed overnight at Janet Doe's place during the time you attended the same school?",0
"Could you explain the reason for that?",0
"How old does that make you now? Feel free to use your fingers to count if you'd like.",0
"Could you describe who was present in the other bedroom?",0
"Could you describe everything he brought along with him?",0
"Could you describe what Jocko was doing?",0
"What moments do you remember watching him?",0
"Could you describe what occurred with your friend?",0
"Can you recall the place your mom and family relocated to after living in the house in Fremont?",0
"Could you explain what you mean by up?",0
"Could you describe what happened the previous time?",0
"Can you describe how you obtained the drinks?",0
"How do you recall that happening?",0
"What events took place after school?",0
"Can you describe what you thought might happen and whether it was actually occurring?",0
"Could you describe to me the way you got into the house?",0
"Who is the sender mentioned?",0
"Could you describe once more how he was positioned in relation to you on the reclining sofa during the second instance he touched you?",0
"Could you explain what the walls separated?",0
"What made you realize that it was him?",0
"Could you describe what happened to us?",0
"Could you explain what occurred following those 15 minutes?",0
"What can you share about what occurs when you arrive at the hotel room?",0
"Could you describe what he did when he put his hand in the front of your pants?",0
"What was your age at the time?",0
"What made you uneasy about discussing it?",0
"Can you describe the place you were in while you were speaking with him?",0
"Can you tell me what you observed coming from his penis and where it ended up?",0
"Could you explain the place where you came across it?",0
"Could you describe which area of your skin he made contact with when you were in your brother's room?",0
"Alright, once they were gone, can you describe what you and your younger sister, Josselyn, did?",0
"Can you describe where Josselyn was at the time you woke up?",0
"Could you explain to me in detail what you meant when you mentioned he touched your chest area?",0
"How have you been feeling today?",0
"Can you tell me which school that was?",0
"Could you describe the duration of what happened?",0
"What made you choose not to discuss that with us today?",0
"Can you describe your position in the room?",0
"Could you recount how many there were at that moment?",0
"Can you share your thoughts on whether you believed things would change for the better in the new house?",0
"Can you describe what happened with the other phones?",0
"Can you explain what you see here in People's Exhibit 12?",0
"Can you describe exactly where on your legs he touched that forced your legs apart?",0
"Can you describe how far Deborah was when Lazaro joined you in bed?",0
"Could you share with me the number of siblings you have?",0
"Could you explain what you meant by saying you weren't allowed to leave?",0
"Could you describe what took place following that moment?",0
"Can you describe what you were doing from the moment you woke up until Mr. Manila returned, between 9 and 9:30?",0
"Can you describe who was using the third bedroom?",0
"Could you describe when he mentioned that to you?",0
"Can you describe the song you remember?",0
"Could you tell me which city the house we're discussing is located in?",0
"How would you describe the way he spoke?",0
"Can you describe what you did with your hands when you were feeling that pain during the first incident at the party?",0
"Could you explain the reason for that?",0
"How did you respond to what happened?",0
"What made you agree to that?",0
"Can you describe what made you upset?",0
"Could you describe how many showers are available in your house?",0
"Can you explain what you mean by having several tough times together?",0
"Could you explain what you meant by saying it was just at that time?",0
"Could you describe what happened?",0
"Who else made you upset on that day?",0
"Can you describe who else stayed in the first townhouse with you while you were living there?",0
"Can you describe where you were living when you were 15 for the third time?",0
"Can you describe the place where it happened?",0
"What made you understand how to open the deadbolt?",0
"Can you describe where you were taken by her?",0
"Could you tell us about how frequently he touched your vaginal area at the Sunol house?",0
"Can you tell me the new place you were taken to?",0
"Could you describe what took place when you went inside the closet?",0
"Can you describe everyone who was present at the party?",0
"Can you describe your position compared to where the defendant, your dad, was located?",0
"Can you describe what you see in that picture?",0
"Can you tell me when you were born?",0
"What happened after you and Janet Doe went to the backyard to eat your donuts?",0
"Can you describe who was at home when it first occurred?",0
"What was your usual way of getting home after school?",0
"Can you share your age with me?",0
"Can you describe the length of time you were waiting there?",0
"How did you feel about that?",0
"Could you describe the street to me?",0
"What actions did you take once he joined you and Janet Doe for a conversation?",0
"At what age did the inappropriate behavior start with you?",0
"Who was it that entered the vehicle?",0
"What actions were you taking as your pants were being undone?",0
"Could you tell me your age, Keola?",0
"What actions did you take upon arriving at the donut shop?",0
"Can you describe how the bathroom looks?",0
"During the second discussion in front of the house, how often do you think you told them that nothing occurred in the bedroom?",0
"Could you explain how you realized you were in a difficult situation?",0
"Could you explain where he placed the vibrator when he was in contact with you?",0
"Could you describe in detail what you mentioned to the officers about his inappropriate touching?",0
"Can you explain to me what led to that situation?",0
"Could you describe how you identify the photograph labeled People's 2 AE-4?",0
"Could you explain what kinds of touches you experienced when he touched your vaginal area?",0
"Could you describe what took place on Monday morning?",0
"Could you tell me which grade you are currently in?",0
"Can you tell me what grade you were in when you were 11?",0
"Can you describe what occurred after that?",0
"Could you explain how you and the other person ended up lying on the bed watching a movie, and who thought it would be a good idea?",0
"Can you describe how they appeared from the sides?",0
"Can you describe what led you to go out to the car? Did your mom ask you to come, or did you decide on your own?",0
"Could you describe your relationship with Jan?",0
"Could you describe how lengthy the touching incidents were when he interacted with you? What would be the usual duration for such occurrences?",0
"Can you explain how he prevented you from doing that? What exactly do you mean?",0
"Can you explain the reason for that?",0
"Could you describe the way he would touch your stomach?",0
"What were the reasons you started crying during the interview?",0
"Could you tell me their names and how old they are?",0
"Alright, can you share some of the honest things you mentioned?",0
"Could you explain what made you mention him touching your bottom during that discussion? What about that event stood out to you?",0
"Could you describe step-by-step what happened after he spread or touched your knees and pulled your legs? Did he move his hands side to side or front and back?",0
"What was it that made you feel upset?",0
"What events took place following the defendant's apology?",0
"Can you describe the longest time he was away? How would you say how long he was gone initially?",0
"How confident do you feel about that?",0
"Can you tell me which college he attends?",0
"Could you describe to me what you shared with Ms. Weisberg?",0
"Could you tell me who you were talking to, Alfredo, and what the discussion was about?",0
"How were you positioned, and which side of your body were you lying on?",0
"Who was the first person you talked to about it?",0
"What makes you understand that he was engaged in masturbation?",0
"Could you tell me about the car you were in?",0
"Can you explain why you acted like you were asleep on more than one occasion?",0
"Can you describe the times when you went to their house after school, and what grades you were in during those visits?",0
"At what time during the day would these events occur?",0
"Can you describe what you and your father intended to do to upset your mother and make her feel unhappy?",0
"Can you describe the classes you shared with her at school, such as subjects, and what grade you were in when you knew Jane Doe?",0
"What made you feel worried at that moment?",0
"Can you explain to me what it felt like when you touched his leg and describe what the blanket and Steed's leg were like?",0
"What did you experience once your family learned about the situation?",0
"Alright, can you share with me why you chose to confide in Ricky?",0
"Can you describe the places where he would take pictures of you?",0
"Can you describe what took place while you were inside the van with your mother and the defendant?",0
"How did you react? Can you walk me through everything you did?",0
"Can you tell me what hours she usually worked?",0
"Can you describe where you were lying down, like on the couch, bed, floor, or a chair?",0
"Could you describe in detail the topics you discussed with her? What actions by the defendant stood out as inappropriate?",0
"Can you describe in detail what occurred when he entered your room and touched you inappropriately?",0
"Can you describe the kind of physical touch that occurred when your vagina was touched?",0
"Could you explain a bit more about that? What do you mean by it seems different?",0
"Can you share with me where you attended middle school prior to enrolling in High Tech High School?",0
"How often do you remember him entering your room late at night?",0
"Could you describe a typical instance when you were 13 and something inappropriate happened in the living room? What areas of your body would he touch during that time?",0
"Can you describe where everyone was seated on the couch?",0
"Could you describe everything that was happening during those two minutes? What actions did your stepfather take?",0
"Can you describe what was happening right before he attempted to engage in sexual activity with you? What were you doing at that moment?",0
"Could you describe everything that occurred?",0
"Could you explain if it occurred with someone specific or just in general? What exactly took place?",0
"How did you feel when that happened?",0
"Can you explain the reason?",0
"What did Mr. Martin say when it was bedtime, and how did everyone react to his announcement?",0
"Can you describe what he's using, and whether it's his fingers or something else, to make circular movements?",0
"What makes you uncomfortable about being here?",0
"Can you describe when during the year this occurred?",0
"Can you describe what you were doing at the time?",0
"Can you remember how you detailed the number of times you were touched when you first talked to her?",0
"Can you share with me what you called him and what his name was?",0
"Could you tell me who accompanied you to court today?",0
"Could you share with me their names and how old they are?",0
"Can you explain what made you tell the D.A.'s office back in February that he hadn't touched you and how this related to any plan you discussed with your dad?",0
"Can you describe the kind of work your mom did at that time?",0
"What can you tell me about the length of time you spent at your aunt's house?",0
"Could you share with me if you're the oldest sibling and also tell me about Sam, Max, and Forest's father?",0
"Can you recall your age around the time that occurred?",0
"Can you explain in detail the family challenges you were experiencing, Justine?",0
"What do you typically put on when you're getting ready to sleep?",0
"Can you describe the place you were at during that moment?",0
"Could you describe how he managed to put his hand in your pants? What specifically occurred?",0
"Can you describe how you ended up on the floor? Was it your decision, or were you asked to get down there?",0
"Alright, can you describe what occurred whenever your mom arrived home or Dakota entered the room? How would the defendant act?",0
"Can you describe which house it is and how you identify it?",0
"Who decided how you should stand, did he instruct you, or did you decide on your own?",0
"Alright. Can you tell me about the first occasion he touched your vagina and where it took place?",0
"Could you describe your emotions when the defendant said sorry? How did that make you feel?",0
"Can you describe your emotions and thoughts during that moment?",0
"Could you explain who they all refers to?",0
"Can you describe the area on your legs?",0
"Could you share with me when you were born?",0
"Can you recall the number of different occasions you talked with Bridget?",0
"Could you describe the financial problems that your family was experiencing?",0
"How would you describe the differences between high school and middle school?",0
"When you mention regular occurrences, can you explain what that entails? How frequently did these events take place?",0
"Could you describe what emotions you experienced as a result of that?",0
"Can you explain why you were in the kitchen at that moment and what you were doing there?",0
"Can you tell me what his name is?",0
"Can you describe the places where you would be when he touched you like that? Would it happen at his place or somewhere else?",0
"Can you describe whose suggestion it was to go to your bedroom and take photos?",0
"Can you describe how you reacted when he was touching you?",0
"What are the reasons you prefer not to answer these questions?",0
"Can you describe what happened with the people around you when it was a little after midnight?",0
"Alright, could you tell me about how old you were when he first became part of your life?",0
"Could you explain how you are acquainted with him?",0
"Can you explain in detail how he first touched your private area and what he did?",0
"Alright, can you describe your feelings when the defendant was released from custody?",0
"How did you feel when he touched you in that manner?",0
"Could you describe your age and the city you relocated to at that time?",0
"Could you explain who mentioned that to you?",0
"Could you describe the situation that led to your meeting with the counselor? What were you doing at that time?",0
"Can you tell me which grade you were in during that period?",0
"Could you tell me everyone who was in the car then?",0
"Alright, can you tell me how much time you spent waiting?",0
"Can you explain why you mentioned biting him at CALICO but later said you didn't? What made you say it differently each time?",0
"Alright, how did it usually conclude? What would happen to make the touching stop? How did those encounters finish, if you can describe it?",0
"Can you describe exactly what you meant by exaggeration?",0
"Can you describe how you knew he was angry, maybe something about his expression?",0
"Could you explain what your townhouse was like when you moved in at age 12, including the number of your unit?",0
"Can you describe to me which hand was involved during this encounter and on which breast?",0
"Can you describe in detail how he managed to photograph you when you were walking around the house or watching TV?",0
"Can you describe what you saw when you came into the closet and found part of the baby monitor there?",0
"Could you describe how you both traveled away from there and what mode of transport you used?",0
"Could you describe when this took place, perhaps during the night or at another time?",0
"What is the duration of your spring break?",0
"Can you describe what you see in the photograph I'm pointing to on page 3 of People's 8 for identification?",0
"Can you start by explaining what you meant when you said, He wouldn't actually enter, but he would just stay over it?",0
"Could you describe what occurred in the studio and where exactly you were located at the time?",0
"Can you tell me who that person is?",0
"What other things have been worrying you?",0
"Could you tell me what you talked about?",0
"Can you recall whether the party took place in the afternoon or evening, and what time it was?",0
"Can you explain why you mentioned that to the detective if it wasn't accurate?",0
"Alright, when you mention being penetrated, could you describe how he did that and with what?",0
"Could you describe who accompanied you to the party and how you arrived there?",0
"Can you describe in detail how you remember it occurring twice during elementary school and twice in middle school, and what helps you link these events to those specific times?",0
"Can you describe the place you are living in and the city it's located in?",0
"Can you tell me the location?",0
"Can you describe who was there and awake when you arrived at your grandparents' house in the morning?",0
"Could you describe what made you feel scared?",0
"What can you tell me about her?",0
"How were you able to identify those body parts as your own when they weren't covered by clothing?",0
"Could you describe any problems happening at home?",0
"Can you explain the reasons behind telling someone that Eddie entered the bathroom and watched you change into a blouse?",0
"What were you thinking, and why did you feel that way?",0
