Question,Label
"Is your brother's name something you can tell me?",1
"Is your brother older or younger than you?",1
"Isn't he seven years old and doing alright, and you're six, correct?",2
"Is the park located close to your home or is it quite a distance away?",1
"Do you walk there since you live so nearby?",1
"Do you ever visit that place by yourself, or are you always accompanied by your brother?",1
"When you're with your brother, do you usually do certain activities together, and if so, what are they?",1
"Did something unpleasant occur while you were with your sibling?",2
"Were you truly fine when playing that new game?",1
"Could you describe to me what happens during the game with the doctor?",0
"Is it this tunnel?",1
"Is it something you use for playing, like play equipment?",1
"Are you both entering that place?",1
"Are you playing doctors by yourself or with someone else when you're in there?",1
"What type of physician is he?",1
"Are you working or playing during that time?",1
"Does the patient need to do anything specific for the doctor?",1
"Would you describe the type of stick that is?",1
"Do you feel upset or okay about that?",1
"Have you shared this with anyone else?",1
"Did you tell anyone?",1
"Was it painful when he put the stick up your bottom?",1
"Has he done this to you on numerous occasions or just a few times?",1
"Does he often speak when he's doing that, and what does he say?",1
"Does he perform any other actions when he pretends to be the doctor with you?",1
"Has this kind of situation occurred more than once?",1
"Are you feeling good or bad about that?",1
"Do you feel alright with that?",1
"Did anything else take place during the game, or is that how it ends?",1
"Is it only when he says you're okay that you are allowed to leave?",1
"Is anyone else present there with you?",1
"Did you come to discuss something specific with me today, Julian?",1
"Were you asked to explain everything that occurred from the start?",1
"What is the reason you've come to speak with me today?",1
"Were you able to share what took place with your dad?",1
"Were you able to reflect on the events with your dad and share with me everything you remember from the beginning to the end?",1
"Was it when your dad was upset that something happened?",1
"When your dad got angry, were you able to start at the beginning and describe everything that happened?",1
"Can you describe to me what occurred after that?",0
"Can you describe what took place next?",0
"Can you describe what happened next?",0
"Can you describe what took place after that?",0
"Could you describe what occurred after that?",0
"When you're ready, could you share all the details about what occurred when your dad pushed you?",0
"Did your dad hold or grab your arm when that happened?",1
"Did something unfortunate occur while you were with your sibling?",2
"Isn't it true that something unpleasant occurred when you were with your brother?",2
"Was it his hand or another part of his body that he used to grab you, and where on your body did he hold you?",1
"Did he grab your arm or somewhere else?",1
"Did your experience with your brother involve something hurtful?",2
"Was it his left or right hand that he used to grab you?",1
"Were you harmed in any way while you were with your brother?",2
"Did he grab your arm near the wrist or further up?",1
"Did something unpleasant occur while you were with your sibling?",2
"Did he do anything after holding your arm?",1
"Were you able to share details about what happened?",1
"What happened after that?",0
"Did something occur following the incident when you struck your head?",1
"Are you able to share more details about what happened?",1
"Can you describe what happened next?",0
"Did you experience any feelings or sensations after you fell and hit your head?",1
"Did you want to share more details about that?",1
"Did it hurt a lot or just a little bit?",1
"What would you like to share with me about why you're here today?",0
"Can you describe everything that occurred with Uncle Gary, starting from the very beginning?",0
"Were you using the computer or doing something else after you looked at it?",1
"Could you describe everything you observed on the computer and what was taking place?",0
"Could you describe what happened following the time you saw the kissing and touching on the computer?",0
"Did he mention he was going to show you something only older kids do?",2
"Could you describe to me what happened when he reached into your pants and touched you?",0
"Could you describe what took place when you expressed your dislike and he laughed?",0
"When he did that, was it while you were with him watching the computer, or did it happen at another time?",1
"Did what you just described with Uncle Gary happen just the one time or did it occur multiple times?",1
"Was that occurrence the final one or did it happen again at a different time?",1
"Did you inform your mom about the incident we discussed, or was it about a different occasion?",1
"Did you share anything with your mum?",1
"Could you describe in detail what occurred during that time?",0
"Could you describe what took place just before he lifted you onto his knee?",0
"Could you describe what took place after he requested you to sit on his knee?",0
"Alright, can you describe what occurred after he inserted his private part into your backside?",0
"Could you describe what occurred when you left?",0
"What can you share with me about the incident when he took down your pants and inserted his privates into your bottom?",0
"What took place once your mum came to get you?",0
"Could you explain everything that occurred when you talked to your mom?",0
"Did you tell your mom about it then?",1
"Could you describe what took place after you informed your mom?",0
"Has it happened multiple times with Uncle George, and if so, how often do you think it's occurred?",1
"Was it on several occasions?",2
"Has it occurred again after you informed your mother?",1
"Could you describe everything that happened the first time you were with Uncle Gary?",0
"What would you like to share with me today, Jessica?",0
"Could you describe everything you remember about the frightening man?",0
"Was the man with the grey hair the one who smelled bad?",1
"Did something unpleasant occur to you when you were with your brother?",2
"Did someone improperly touch you in your private area?",2
"Could you describe what occurred after that?",0
"Could you share everything you recall from the start, especially about the smelly, grey-haired man who entered the restroom?",0
"Do you think something happened while you were with your brother?",2
"Would you say something unpleasant occurred while you were with your brother?",2
"Can you describe to me what took place after that?",0
"Were you feeling unsafe with your brother?",2
"Could you describe everything that occurred after that moment?",0
"Did something occur that upset you when you were with your sibling?",2
"Can you explain what happened after you didn’t want to stay inside?",0
"Could you explain in detail what happened with the man who hurt you?",0
"Could you describe what happened next?",0
"Do you use your mini for something in particular?",1
"Could you describe in detail what happened when he placed your hand on your mini?",0
"Did something happen that made you feel uncomfortable?",2
"Was there a lady who entered the room?",2
"Can you describe everything that occurred when the woman entered?",0
"Did the man who hurt you leave quickly?",2
"Can you describe what occurred after the bad man left?",0
"What else can you share about what happened next?",0
"Could you describe everything that occurred when you returned to your mom?",0
"Is Jake younger or older?",1
"What were the things that happened which led you to start crying?",0
"When he touched you on your mini, were your clothes on or off?",1
"Were your knickers somewhere specific?",1
"Did he wipe you or was it something else? Can you explain what happened at that time?",1
"Can you describe more details about the man's appearance, such as his hair color or any other features?",0
"Was there anything about someone with a large beard that made you feel uncomfortable?",2
"Have you met this man on multiple occasions previously?",1
"What other details can you recall about the man's appearance besides his big beard?",0
"Did you mention earlier that a woman entered the room and inquired if you were alright?",2
"What can you share about that lady? What do you recollect about her?",0
"Did the woman say something to you before leaving?",1
"Was he wiping the urine from your private area with his hand or something else?",1
"Is there anything else you feel like sharing with me today?",1
"Can you share with me what brings you here to talk today, Millie?",0
"Could you describe to me what happened?",0
"When was the most recent visit you had to his house?",1
"Could you describe everything that took place?",0
"Can you describe what happened next?",0
"Could you describe everything you remember from the time you woke up and he started bouncing on the bed?",0
"Could you describe all the details about what you recall?",0
"Alright, could you describe what you mean by 'his thing'?",0
"Could you explain to me what you mean by yucky?",0
"Does he use his private parts for anything specific?",1
"Does he use his private parts for something specific?",1
"Can you explain what he was doing with it that made you feel uncomfortable?",0
"Was he holding something, and if so, what was he doing with it?",1
"Did Kevin talk to you at all?",1
"Did you tell him anything?",1
"Did he take any action when you began to cry?",1
"Were there any other people present when it took place?",1
"WHEN YOU WERE SLEEPING IN HIS ROOM THAT NIGHT, WAS ANYONE ELSE AT HOME?",1
"Was there anyone else in the house with you?",1
"Were you told they were inside their bedroom?",1
"Could you describe what occurred after he removed his thing from your bottom?",0
"Did you share this with anyone, and if so, who was it?",1
"Is your mom's name Sarah or something else?",1
"CAN YOU RECALL THE TIME YOU SPOKE WITH YOUR MUM?",1
"Did you already speak with your mom about the incident?",1
"Did you share anything with your mom?",1
"Could you describe everything about Callum?",0
"Is Callum's age something you are aware of?",1
"Is Callum younger than you or older?",1
"Has he ever acted this way towards you in the past?",1
"Could you describe what happened in detail?",0
"Can you describe what occurred next?",0
"Do you recall when you stayed at his place and he put his thing inside your bottom and then another time you woke up and he had a dirty spot on his hand?",1
"When did that happen?",1
"Were you able to recall what you were up to on that particular day?",1
"Has he ever done something like that or anything different on another occasion?",1
"Were there exactly two occasions when something occurred?",1
"Did you report it to anyone when it happened last time?",1
"Do you spend a lot of time at his place?",1
"Do you mean by a lot of times that it happens weekly, every couple of weeks, or monthly?",1
"When you mentioned the second time you woke up and saw him holding that inappropriate spot, is that correct?",2
"Were there any other people in that house?",1
"Was anyone besides you in the house?",1
"Do you know what your aunt and uncle are called?",1
"Did you mention something, Matt?",1
"Isabelle, did you come here to discuss something specific with me today?",1
"Could you start from the start and let me know what you wanted to discuss with me today?",0
"Do you have specific activities you engage in while you are there?",1
"Do you do anything else?",1
"Could you start from the beginning and describe everything that happened when you played doctors with your brother, remembering that I wasn't there?",0
"SO YOU FELT UNSAFE WITH YOUR BROTHER, RIGHT?",2
"Is everything alright when you're around your brother?",2
"What unfolded next?",0
"Did something happen to you while you were with your brother?",2
"Are you saying you were being mischievous or something else?",1
"Is it possible for you to describe what you refer to when mentioning that he behaves improperly?",1
"Are you asking what you meant by saying that?",1
"When you were with your brother, did something bad happen?",2
"Can you explain what happened with the stick in more detail?",0
"Does he use the stick in any specific way?",1
"Did something unfortunate happen when you were around your sibling?",2
"WHEN YOU MENTION YOUR PRIVATE PARTS, CAN YOU DESCRIBE WHAT YOU MEAN BY THAT?",1
"Are you able to clarify what you mean by your bottom, or could you provide additional details about it?",1
"Do you mind sharing more details about what activities you do involving your bottom?",1
"Let's start from the beginning. Can you describe in detail what happens when you're in the tunnel?",0
"Can you describe what happens next?",0
"IS EVERYTHING ALL RIGHT?",2
"Could you elaborate on the incident involving the stick being placed in your bottom?",0
"Is it true that something unfortunate occurred while you were with your sibling?",2
"Could you describe in detail what happened when you were down on your knees?",0
"When the stick went in, did something happen?",2
"Could you describe what occurred next?",0
"Can you explain what took place following that event?",0
"Did you experience anything unpleasant while you were with your brother?",2
"Can you explain what happened after that?",0
"Did something unfortunate occur while you were with your brother?",2
"ALL RIGHT, NOW THAT YOU'VE SAID IT WAS YOUR BROTHER, WOULD YOU LIKE TO SHARE MORE DETAILS ABOUT HIM?",1
"Could you share everything you know about your brother?",0
"Did your brother do anything wrong when you were together?",2
"Is your brother younger or older than you?",1
"Do you have more than one brother?",1
"Do you visit the park regularly or occasionally?",1
"Was it more recently or quite a while ago that this occurred at the park?",1
"Did you mean playing doctors in the way you mentioned earlier?",1
"Can you describe in detail what occurred during your game of doctors, as I wasn't there to witness it?",0
"Does he remove any other pieces of your clothing besides your pants?",1
"Are there any other occasions?",1
"When you're in the tunnels, do other things happen as well?",1
"Can you please describe the stick you mentioned earlier in more detail?",0
"Could you share more details about what happened?",0
"Is the stick large or small in size?",1
"Have you come to discuss something specific today?",1
"Did your stepdad do something wrong to you?",2
"Is his name something you can tell me?",1
"Are you ready to share what you'd like me to know about Stephen?",1
"Are you playing board games or video games?",1
"Did you mention something about a Swimmer Barbie?",2
"Of the games we have played, like tickling, which one do you enjoy most?",1
"Do you enjoy anything specific about that game?",1
"Do you dislike any particular game?",1
"Do you prefer the tickling game or would you rather not play it?",1
"Do you have another name you use for your private parts?",1
"When he plays the tickling game, does he use his hands or another part of his body?",1
"Does he use one finger or several fingers?",1
"Do you feel okay or uncomfortable when he plays the tickling game with you?",1
"Were there any other occasions?",1
"Does he say anything specific when he's playing the tickling game with you?",1
"DO YOU ENJOY IT WHEN HE PLAYS WITH YOUR TOES?",1
"When you play the tickling game during bath time, what kind of clothing do you have on?",1
"What kind of clothes does Stephen usually have on during your tickling game?",1
"Are you alone in the bath when you're playing the game, or do other people join you?",1
"Is Stephen usually around when you're taking a bath?",1
"Does he play the tickling game with you often or just occasionally?",1
"Do you always experience that?",1
"Do you take a bath once or multiple times each day?",1
"WHILE YOU'RE PLAYING THE TICKLING GAME, WHO ELSE IS THERE AT YOUR HOUSE?",1
"Do you usually live with many people when you're at home?",1
"Is that someone you know?",1
"Is your mom around when Stephen assists you with your bath?",1
"Do you tell Stephen to stop when he tickles you in a way you dislike?",1
"Have you known Stephen for a short or long time?",1
"Is it true that Stephen bathes you frequently and do you know your current age?",1
"Are you six years old or a different age?",1
"When you first played the tickling game, were you able to recall your age?",1
"Has it been going on for what you feel is a long time, a short time, or are you unsure?",1
"Does he tickle you in other places besides your private parts, which you referred to as your wee-wee, that you don't like?",1
"Could you describe what happens when he uses his fingers in your private area?",0
"Did he just place them on the outside and tickle around?",2
"Does he place his fingers in any other places?",1
"Would you say that makes you feel good or bad?",1
"What other details can you share with me about when he tickles you, since I wasn't in the bathroom with you?",1
"Can you describe in detail the most recent occasion when he tickled you?",0
"Did you ever mention to someone about the tickling game you played with Stephen?",1
"WHO ELSE HAVE YOU SPOKEN TO ABOUT THIS",1
"Did you let Tammy know about it at that time?",1
"Did you tell anyone else about it?",1
"Do you have anything you would like to ask, Charlotte?",1
"Has he played any different games with you that weren't in the bath?",1
"What would you like to discuss with me today?",0
"Was it your uncle who hurt you?",2
"Can you describe all the events that took place during the incident, remembering that I wasn't present, so begin from the start?",0
"Did something upsetting occur while you were with your sibling?",2
"Can you describe what happened next?",0
"Could you describe what occurred after that?",0
"Could you describe what occurred afterwards?",0
"Did someone make you look at something?",2
"Could you explain what occurred after that?",0
"Were you hurt when you were with your brother?",2
"Could you describe what occurred after that?",0
"Could you describe what occurred after that?",0
"Could you describe what took place following that?",0
"Wouldn't you say something unfortunate occurred while you were with your brother?",2
"Could you go on and explain what happened next?",0
"Did anything negative occur when you were with your brother?",2
"Can you describe what took place next?",0
"Something unfortunate happened while you were with your sibling, didn't it?",2
"Harry, you mentioned seeing some rude people on the screen with Uncle George. Could you describe everything that took place? Keep in mind I wasn't present, so start from the beginning and tell me all the details.",0
"Were they not wearing any clothes?",2
"Can you tell me more about what else occurred?",0
"Did your brother do something wrong to you?",2
"Could you describe everything that happened with Uncle George from the start, as if I wasn’t there?",0
"Isn't there something troubling you about your experience?",2
"Can you describe what occurred next?",0
"Can you describe what happened next?",0
"Can you describe what occurred next?",0
"Harry, would you say this occurred only once or has it happened multiple times?",1
"Did it occur yesterday or on another day?",1
"Did something happen that made you feel upset when you were with your siblings?",2
"Is there more you would like to share with me today?",1
"Is it alright if you tell your mom later if there's something you remember that you feel I should know, so we can set up another time for you to come and speak with me?",2
"YOU WERE WITH YOUR BROTHER WHEN THIS BAD THING HAPPENED, RIGHT?",2
"Could you share everything about why you are here to talk with me today?",0
"Is there anything you can share with me about Mr. Matthews?",1
"Can you tell me more about what happened?",0
"Do you have any information to share with me?",1
"Why do you think that was the case?",1
"Is it unpleasant for a specific reason?",1
"Do you recall anything about the rude incident you mentioned?",1
"Could you describe in detail the moment when you misbehaved?",0
"What happened next?",0
"Could you explain in more detail about the moment when he asked you to touch his stick?",0
"Can you share anything more with me?",0
"Does he make you feel a certain way?",1
"Can you describe anything else that occurred during the time when he told you to touch his stick?",0
"What happened after that?",0
"What occurs after that?",0
"What occurred following that event?",0
"Could you describe in detail what occurs when you lift your dress, starting from the very beginning?",0
"Could it be that something happened to you while you were with your brother?",2
"Did something unfortunate happen to you when you were with your sibling?",2
"What happened next?",0
"Did something unpleasant occur while you were with your sibling?",2
"What did you see occur after that?",0
"What occurs after that?",0
"What occurred after that?",0
"Is Mr. Matthews just observing you?",1
"When you're in there lowering your underwear, do other things occur?",1
"Did you do something else right after taking down your underwear?",1
"Can you describe what happens next?",0
"What happens next?",0
"Was there someone else with you inside the closet when it happened?",1
"When you were in the cupboard, was anyone else present with you?",1
"Are there any other people with you?",1
"Is the cupboard over here or somewhere else?",1
"Do you remember anything more about what happened in the art room?",1
"Do you have anything you can share with me?",1
"Was it a negative experience when you were with your sibling?",2
"Are you asking what responsibilities come with being the art monitor?",1
"Is there someone else who acts as the art monitor?",1
"Does Mr. Matthews bring you into the cupboard during any particular time?",1
"Has the game of show and tell happened on multiple occasions?",1
"Does this tend to occur at a certain time?",1
"Did this occur on any other occasions?",1
"Do you remember the number of times this occurred?",1
"How much did you count?",1
"Does the show and tell activity make you uncomfortable, and can you share any more details about why?",1
"When you exit the cupboard, is there usually someone else present in the art room?",1
"When you go back to the playground, do other things occur?",1
"What do you believe we're here to discuss today, Sean?",0
"Did something happen with the older student at school?",1
"Did the older boy at school force you to play a certain game?",2
"YOU DIDN'T ENJOY THAT TIME, DID YOU?",2
"Can you describe what occurred after that?",0
"Were you sitting or standing when everything unfolded, Sean, since I wasn't there to see it?",1
"Did they make you play a game you didn't like when you were on the monkey bars?",1
"Could you describe what occurred next?",0
"Did something unfortunate happen when you were with your brother?",2
"WAS IT HARD FOR ME TO HEAR YOU SPEAK?",2
"Were you with two friends, and can you recall their names?",1
"Are you able to tell me what their names are?",1
"Are Harry and Ian in the same grade?",1
"Are you in fourth or fifth grade?",1
"Were you hurt while you were in prep?",2
"Were you with your friends Harry and Ian at the monkey bars, and do you recall what the big boy's name was?",1
"Is his name Peter or something else?",1
"Did Sam tell you, Harry, and Ian to play a game while you were at the monkey bars?",1
"Were my notes accurate, and can you describe what occurred next?",1
"Did you go to the bathroom with him?",1
"What happened after you went to the bathroom?",0
"Could you explain what occurred after he informed you that you needed to visit the cubicle individually?",0
"What occurred after he made that comment?",0
"Could you describe what occurred after you entered the cubicle with Sam?",0
"Were you also involved in that?",1
"Were you alone with Sam when you took off your pants in the cubicle?",1
"Could you describe what happened next?",0
"HE GRABBED YOU DOWN THERE, DIDN'T HE?",2
"Did he use his hand or something else to squeeze it?",1
"Did he grab it with his hand, and did he do it just once, a few times, or many times?",1
"Can you describe what happened next after he squeezed it so many times?",0
"What happened after that?",0
"CAN YOU DESCRIBE WHAT OCCURRED NEXT AFTER HE SPOKE THOSE WORDS?",0
"All right, can you tell me what happened after he said that? Did he stop or did something else occur?",0
"What did you do after you left the bathroom?",0
"Did you stay in the room or go somewhere else after Ian went in?",1
"Were you waiting somewhere with Harry, or were you alone?",1
"Was the toilet located inside the bathroom?",1
"Was another person present in the bathroom with you?",1
"Were you with Harry while you were waiting?",1
"Were you standing by for Harry to come out?",1
"Were you and Harry doing something specific while Ian was in the cubicle with Sam?",1
"Were you just waiting, and if so, did you happen to hear or see anything?",1
"What happened next?",0
"Were you inside the cubicle or outside when Harry entered, and then what happened?",1
"Were you doing something specific while you were waiting with Ian?",1
"Can you describe what occurred after that?",0
"Did your brother do something wrong when you were with him?",2
"Was Sam waiting by the monkey bars when you returned?",1
"Did you come across Sam later on?",1
"Can you walk me through everything that happened when you reached the monkey bars?",0
"Were you with Sam in the cubicle and did you undress as well as hear anything from him during that time?",1
"Did I understand correctly, and did Sam mention anything?",1
"Did he grip your private area tightly?",1
"Have you mentioned doing that repeatedly?",1
"Did he place his hands on any other parts of your body?",1
"What would you like to discuss with me today, Hilary?",0
"Could you describe what Janet's house is like for me?",0
"When you visited her, was it the big place with many rooms and a bubble pool?",2
"What can you share with me about the time at Janet's house?",0
"Do you find it unpleasant now?",2
"Could you share with me the reasons you no longer like it?",1
"Did anything happen at Janet's house that made you not want to go there anymore?",1
"Could you describe everything that took place?",0
"Could you share everything you remember about the unpleasant event?",0
"DID THE BAD THING HAPPEN WHEN YOU WERE SPLASHING IN THE POOL WITH ALL THE BUBBLES AROUND?",2
"Can you describe what occurred next?",0
"Could you describe what else took place when Pop did the wrong thing?",0
"Did he touch you in any way with his fingers?",2
"Could you describe to me in detail what he was doing?",0
"WHEN HIS FINGERS TOUCHED YOU, DID THEY MOVE AROUND YOUR PRIVATE AREAS?",2
"Can you describe what happened next?",0
"WHEN YOU LEFT THE HOUSE, WAS IT BECAUSE IT WAS TIME TO GO HOME?",2
"Could you describe in detail what happened when his fingers were moving around your private areas?",0
"Can you describe in detail what happened when you and Janet were splashing around?",0
"Did Poppy the dog lick the bubbles while you were playing the game to see who could get them the highest?",2
"Could you share additional details about what happened in the bubble pool?",0
"Was there an unfortunate event when you were with your sibling?",2
"There's always an adult who takes care of you, isn't there?",2
"Is the bubble pool located near the playground or the slide?",1
"When you were at Janet's house, did it have a specific appearance that you remember?",2
"Is it large or small?",1
"Can you describe what else occurred while you were in the bubble pool?",0
"Was it something concerning when Pop did that during the game?",2
"Can you explain more about the part where you mentioned you didn't speak up?",0
"What occurred after that?",0
"What happened after that?",0
"Can you describe how it feels when you're uncomfortable down there?",0
"What more can you share about what happened during the incident?",0
"Was it his fingers that were moving in and out of you then?",2
"Did you have any trouble when you wore your swim trunks?",2
"Did something make you feel uneasy when you were with your brother?",2
"What would you like to share with me today, Alan?",0
"Could you share all the details about what happened with your neighbor?",0
"DID YOUR TALL NEIGHBOR EVER DO ANYTHING TO YOU THAT YOU REMEMBER?",2
"When you played hide and seek, was there something wrong that happened?",2
"What can you recall about playing hide and seek?",0
"Do you mean that something unpleasant occurred to you with your brother?",2
"Can you share more details about what happens when you play after you get home from school, especially when you try to avoid him?",0
"Were you hurt when you were with your brother?",2
"Could you describe in detail the moment when you mentioned having to complete a dare?",0
"Does he challenge you to do something specific?",1
"Did someone tell you to lower your trousers?",2
"Could you describe what occurred afterwards?",0
"Did he grab your private part?",2
"Can you describe what happened after that?",0
"When you're playing hide and seek, can you tell me where you usually go to hide?",1
"Is that garden yours or does it belong to someone else?",1
"Is there anyone else in the garden with you?",1
"Can you share everything you experienced with Jack?",0
"Did something happen that made you feel uncomfortable?",2
"Is his house number the one adjacent to yours?",1
"Is there another name that Jack goes by?",1
"Would you say Jack is taller, has brown hair, and is 12 years old as you mentioned before?",1
"IS HIS HOME THE HOUSE AT NUMBER FIVE RIGHT NEXT TO YOURS?",1
"Could you explain to me what you do just before starting a game of hide and seek?",0
"Does Jack mention anything specific when you're playing in the garden?",1
"Does your talent for keeping secrets help you avoid trouble?",2
"Was it after he found you that he had you complete a dare?",2
"Could you share everything you can remember about when he makes you take your pants off, starting from the beginning, Alan?",0
"When he holds your private parts, is there anything specific he does?",1
"Could you describe what occurs after he grips it so firmly?",0
"Could you share what happened after you told him you didn't like it?",0
"Was it during snack time that Jack said something to you, and what did he say then?",1
"Did you tell Jack anything?",1
"When you go inside, do specific things occur?",1
"Did you only spend time playing in your room?",2
"Does Jack use something specific when he squeezes your willy?",1
"Is he left-handed or right-handed?",1
"ALRIGHT, I UNDERSTAND WHEN YOU MENTION WILLY, BUT COULD YOU EXPLAIN WHICH BODY PART IT REFERS TO?",1
"Can you demonstrate to me either by pointing or explaining?",1
"When you go to the bathroom with Alan, does anything happen with your private parts?",1
"Did you share what happened with anyone, and if so, who was it?",1
"Did you mention anything to your mum, and if so, what was it?",1
"Alright, can you tell me whether it was something specific on your willy causing the pain?",1
"Was it just a single occasion or did it occur multiple times when Jack squeezed it and Alan was involved?",1
"Did it occur yesterday or sometime before that?",1
"Do you recall which day it was when this took place, or is it okay if you don't remember?",1
"Was it a weekday or weekend when it happened?",1
"Was it during school hours, or do you recall the specific time on that school day?",1
"Were you able to see a clock or a watch at that time?",1
"Were you able to recall what activities you were involved in at school on the day that happened, especially when thinking back carefully?",1
"Were you able to share what happened?",1
"You were in physical education class that day, right?",2
"Do you have physical education every day or only on certain days?",1
"On which two days do you have physical education classes?",1
"Was Jack at your house on that day when you mentioned being outside playing hide and seek on Tuesdays and Thursdays?",1
"Are you ready to discuss what happened with me today?",1
"What can you share with me about the games you played?",0
"Is his name something you can tell me?",1
"Is he your older sibling?",1
"Is the person significantly older or only slightly older?",1
"Is Willy referring to someone or something specific?",1
"Have you visited Jack to play with him once, twice, or more times?",1
"WERE YOU VERY YOUNG WHEN YOU FIRST BEGAN ATTENDING?",2
"Did you play games like tag or hide and seek?",1
"Do you play those games indoors, or do you go outside?",1
"Did something happen to you when you were in the garden at Jack’s house?",2
"When you're at home and playing those games, is anyone else there with you?",1
"Do you play games like pirates or monsters, or is it something else?",1
"When you're playing hide and seek, are you usually hiding or seeking?",1
"Do you or Jack do the hiding, or is it sometimes both of you?",1
"Can you describe the dance you perform for me?",0
"Is it because someone dared you?",1
"Did you do a dare, and if so, what kind was it?",1
"Alright, were you wearing your clothes at that time, or not?",1
"Did he touch your private parts in a certain way?",1
"WHEN HE TOUCHES YOU, IS IT OVER YOUR CLOTHES OR DOES HE PUT HIS HANDS UNDERNEATH?",1
"Alright, so when he does this, can you describe what happens next?",0
"Do you feel scared or upset when that happens?",1
"Okay, so when you tell him you’re not interested in playing, what happens next?",0
"Do you feel upset or okay about that?",1
"Does it upset you when Jack doesn't want to play with you anymore?",1
"DO YOU ALLOW HIM TO CONTINUE PLAYING, OR DOES HE STOP?",1
"When he touches you inappropriately, for how long does it usually happen?",1
"Does he do this or something else?",1
"Do you mean when it was squeezed?",1
"Does something happen to your private parts?",1
"Was it then that he applied a lot of pressure on it?",1
"Can you describe what happens next when he squeezes it forcefully?",0
"Was it recent or a long time ago when that occurred?",1
"Was it a long time ago, or more recently?",1
"Was it the same day when that took place?",1
"Did something unusual happen that day?",1
"Was it after you got home?",1
"Were you able to recall what clothes you had on?",1
"Were you dressed in anything specific that day?",1
"Was Jack wearing something you can remember?",1
"Was he wearing a jacket or a t-shirt?",1
"Do both of you attend the same school, or are you in different ones?",1
"Are you and your schoolmates friends at the same school?",1
"Did you ever try playing this game while at school?",1
"Would you say there were any other occasions when this occurred, apart from the one you mentioned?",1
"Was it only that single occasion?",1
"Was it shortly after Jack left that you talked to your mum about it, or did some time pass?",1
"Was it that day or did it happen the following day?",1
"Does Jack talk to you at all about wanting to play these games when these events occur?",1
"Is Jack's behavior something you consider correct or incorrect?",1
"Has your mom mentioned anything regarding that?",1
"Was it near your cubbyhouse or behind a tree when this took place in your yard?",1
"Were you behind the shed for a specific reason?",1
"Was that your place to hide?",1
"Does he mention anything about the dare after that?",1
"Did he use any specific words when he talked about the dare?",1
"ALAN, WOULD YOU SAY JACK KEPT HIS HAND ON YOUR PRIVATE AREAS FOR A SHORT OR LONG TIME?",1
"Do you think you understand how long a minute lasts?",1
"Do you have a favorite song?",1
"Was Jack engaging in anything else during that time, like speaking with you or something else he might have been doing?",1
"Have you ever played hide and seek with Jack in the past?",1
"Were there any challenges involved in that game?",1
"Has anyone played that kind of dare with you before, like Jack did that day?",1
"Do you recall anything else about that which you'd like to discuss with me?",1
"DID YOUR BROTHER DO SOMETHING WRONG TO YOU?",2
"Why did you decide to visit me today, Julian?",1
"Do you know the reason for your visit here?",1
"Did you try to speak louder but it wasn’t clear enough?",2
"Did your aunty mention the reason she brought you here today?",1
"Did she tell you something specific?",1
"Would you prefer to discuss anything specific about your dad today?",1
"Did he hurt both you and your mom?",1
"Could you please share everything you remember from the start, since I wasn't present and would like to hear everything you can recall?",0
"Was it something bad that occurred when you were with your sibling?",2
"Can you describe everything that took place during the spaghetti incident?",0
"Did something happen to you when you were with your brother?",2
"Did anything unpleasant occur while you were with your brother?",2
"Could you describe to me what occurred?",0
"Was dad upset because of something specific?",1
"Did you notice any signs when your father was upset?",1
"Did your dad do anything that showed he was upset?",1
"Did he take any actions?",1
"JULIAN, I DIDN'T HEAR DAD MYSELF, SO CAN YOU TELL ME WHAT HE SAID?",1
"Was he shouting or whispering?",1
"Did your dad mention anything else during that time?",1
"Were you playing or doing something else when your dad was upset?",1
"Was your mum nearby or somewhere else?",1
"Did your dad mention anything else?",1
"Was your dad upset and said hurtful words, and if so, what were those words?",1
"What took place after your father mentioned that?",0
"Was it a slap or a punch that he used on your mother's face?",1
"Did he do it in a particular way?",1
"Did your dad use something specific to hit your mum in the face?",1
"Did you notice how Dad's hand appeared when he struck Mom in the face?",1
"Did you notice anything specific about its appearance?",1
"Where exactly on your mom's face did your dad hit her?",1
"Can you tell me where you are right now?",1
"Did something occur to mom's face when dad struck her?",1
"Did Dad hit Mom on the left or right cheek?",1
"Can you describe what occurred after your dad hit your mom on the cheek?",0
"Did Dad hit Mum on the front or the back of the head?",1
"Are you close by or further away?",1
"Did your dad hit your mom on her left ear or right ear?",1
"What were you doing, Julian, when dad hit mom on the head, and where was your mother at that time?",1
"Was his hand open or closed when he hit her on the head?",1
"Was it big or small?",1
"Was there anything Dad told Mum when that happened?",1
"Were you playing or watching TV when your dad hit your mom on the head?",1
"Can you describe what occurred following the moment when dad hit mum on the head?",0
"Did you see anything when your mom was lying down, since I wasn't there to see her after that happened?",1
"Was she bleeding from her arm or another part of her body?",1
"Was there anything specific that your dad did?",1
"Did Dad say certain words that you can recall?",1
"CAN YOU THINK OF ANYTHING ELSE DAD SAID WHEN HE MENTIONED YOU WERE SUPPORTING MUM?",1
"Can you describe what took place following what your dad said?",0
"Would you be able to share a few more details about it?",1
"Are you able to share any details with me?",1
"Where on your arm did he hold you?",1
"Did you feel okay or different when your dad held your shoulder?",1
"When your dad grabbed your shoulder, did it hurt on the left or right side?",2
"Are you able to show me where it is?",1
"Can you explain what occurred after he seized your arm around your shoulder and pushed you?",0
"Did you bump your head against something specific?",1
